addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,ref,url,website,building,amenity,building:flats,building:levels,building:material,building:use,craft,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,37198558066,1714082590,1,0,"POLYGON ((-95.44145202636719 29.74289894104004, -95.44145202636719 29.742263793945312, -95.44097137451172 29.742267608642578, -95.44096374511719 29.74219512939453, -95.4410171508789 29.742197036743164, -95.4410171508789 29.741893768310547, -95.44096374511719 29.74189567565918, -95.44078063964844 29.74189567565918, -95.44078063964844 29.74209976196289, -95.44065856933594 29.742097854614258, -95.44053649902344 29.742095947265625, -95.4405288696289 29.741901397705078, -95.44041442871094 29.74190330505371, -95.44041442871094 29.74187660217285, -95.44029998779297 29.74187660217285, -95.44031524658203 29.742881774902344, -95.4408950805664 29.742883682250977, -95.4408950805664 29.742902755737305, -95.44145202636719 29.74289894104004), (-95.44123840332031 29.7426815032959, -95.44123840332031 29.74249839782715, -95.44120788574219 29.742467880249023, -95.44100189208984 29.74246597290039, -95.44096374511719 29.742488861083984, -95.44097137451172 29.74266815185547, -95.44098663330078 29.742694854736328, -95.44121551513672 29.742698669433594, -95.44123840332031 29.7426815032959))","{""layer"":""1"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,38443484449,1714515799,1,0,"POLYGON ((-95.45674896240234 29.737363815307617, -95.45675659179688 29.737735748291016, -95.45721435546875 29.737728118896484, -95.45720672607422 29.73735809326172, -95.45674896240234 29.737363815307617), (-95.45708465576172 29.737619400024414, -95.45708465576172 29.737476348876953, -95.45701599121094 29.73747444152832, -95.4570083618164 29.737619400024414, -95.45708465576172 29.737619400024414))","{""type"":""multipolygon""}",relation
,,,8820,,,Westheimer Road,,,,,,,,,apartments,,,4,,,,,,,,,,,,62939190601,1704581262,2,0,"POLYGON ((-95.52096557617188 29.738468170166016, -95.52064514160156 29.73847198486328, -95.52064514160156 29.73845672607422, -95.5206298828125 29.73845672607422, -95.5206298828125 29.738473892211914, -95.52043151855469 29.738473892211914, -95.52043151855469 29.738426208496094, -95.52043914794922 29.738426208496094, -95.52043914794922 29.738422393798828, -95.5204086303711 29.73842430114746, -95.5204086303711 29.738422393798828, -95.52034759521484 29.738422393798828, -95.52034759521484 29.73842430114746, -95.52030944824219 29.73842430114746, -95.52030944824219 29.73842430114746, -95.52029418945312 29.73842430114746, -95.52024841308594 29.73842430114746, -95.51998901367188 29.738426208496094, -95.51998901367188 29.73843765258789, -95.51966094970703 29.738439559936523, -95.51966094970703 29.73842430114746, -95.5196533203125 29.73842430114746, -95.5196533203125 29.738441467285156, -95.51960754394531 29.738439559936523, -95.51960754394531 29.738426208496094, -95.51958465576172 29.738428115844727, -95.51958465576172 29.738441467285156, -95.51944732666016 29.73844337463379, -95.51944732666016 29.738399505615234, -95.51945495605469 29.738399505615234, -95.51945495605469 29.738391876220703, -95.51941680908203 29.738393783569336, -95.51941680908203 29.738378524780273, -95.51939392089844 29.738378524780273, -95.51939392089844 29.73839569091797, -95.51927185058594 29.7383975982666, -95.51927185058594 29.73819923400879, -95.519287109375 29.73819923400879, -95.519287109375 29.73818588256836, -95.51927185058594 29.73818588256836, -95.51927185058594 29.73804473876953, -95.519287109375 29.73804473876953, -95.519287109375 29.738037109375, -95.51927185058594 29.738037109375, -95.5192642211914 29.737871170043945, -95.51929473876953 29.737871170043945, -95.51929473876953 29.737865447998047, -95.51920318603516 29.737865447998047, -95.51905059814453 29.737648010253906, -95.51929473876953 29.73764419555664, -95.51929473876953 29.737648010253906, -95.51931762695312 29.737648010253906, -95.51931762695312 29.73764419555664, -95.51939392089844 29.73764419555664, -95.51939392089844 29.737646102905273, -95.51940155029297 29.737646102905273, -95.51940155029297 29.737642288208008, -95.51972198486328 29.737640380859375, -95.51972198486328 29.737642288208008, -95.51972961425781 29.737642288208008, -95.51972961425781 29.737638473510742, -95.5197982788086 29.737638473510742, -95.5197982788086 29.737640380859375, -95.51980590820312 29.737642288208008, -95.51980590820312 29.737638473510742, -95.51993560791016 29.73763656616211, -95.51993560791016 29.737667083740234, -95.5202407836914 29.7376651763916, -95.5202865600586 29.7376651763916, -95.5203628540039 29.7376651763916, -95.5203628540039 29.737682342529297, -95.52039337158203 29.737682342529297, -95.52039337158203 29.73763084411621, -95.52052307128906 29.73763084411621, -95.52052307128906 29.737634658813477, -95.52053833007812 29.737632751464844, -95.52053833007812 29.73763084411621, -95.5206527709961 29.737628936767578, -95.5206527709961 29.737632751464844, -95.52066802978516 29.737632751464844, -95.52066802978516 29.737628936767578, -95.52095031738281 29.737627029418945, -95.52095794677734 29.73778533935547, -95.52094268798828 29.73778533935547, -95.52094268798828 29.73779296875, -95.52095794677734 29.73779296875, -95.52095794677734 29.737895965576172, -95.52091217041016 29.737895965576172, -95.52091217041016 29.73792266845703, -95.52095794677734 29.737924575805664, -95.52096557617188 29.738468170166016), (-95.51984405517578 29.738162994384766, -95.51984405517578 29.738204956054688, -95.51983642578125 29.738218307495117, -95.51958465576172 29.73822021484375, -95.51957702636719 29.738224029541016, -95.51956939697266 29.738224029541016, -95.51956176757812 29.738222122192383, -95.51952362060547 29.738222122192383, -95.51951599121094 29.73802947998047, -95.5195083618164 29.73802947998047, -95.5195083618164 29.73802947998047, -95.5195083618164 29.73801612854004, -95.51951599121094 29.738014221191406, -95.51951599121094 29.73786163330078, -95.5196762084961 29.73785972595215, -95.5196762084961 29.73784828186035, -95.51969146728516 29.73784828186035, -95.51969146728516 29.73785972595215, -95.51982116699219 29.737857818603516, -95.51984405517578 29.737871170043945, -95.51984405517578 29.737924575805664, -95.5197982788086 29.737924575805664, -95.5197982788086 29.738037109375, -95.51980590820312 29.738037109375, -95.51980590820312 29.738052368164062, -95.5197982788086 29.738052368164062, -95.51980590820312 29.738162994384766, -95.51984405517578 29.738162994384766), (-95.51998138427734 29.738147735595703, -95.51994323730469 29.738147735595703, -95.51993560791016 29.73813819885254, -95.51993560791016 29.73794937133789, -95.51994323730469 29.737943649291992, -95.51998138427734 29.737943649291992, -95.51998138427734 29.738147735595703), (-95.52071380615234 29.73824119567871, -95.52070617675781 29.738248825073242, -95.5206298828125 29.738250732421875, -95.5206298828125 29.738258361816406, -95.52062225341797 29.738258361816406, -95.52062225341797 29.738250732421875, -95.52050018310547 29.738252639770508, -95.52050018310547 29.7381534576416, -95.5204849243164 29.7381534576416, -95.5204849243164 29.73813819885254, -95.52050018310547 29.73813819885254, -95.52050018310547 29.738008499145508, -95.5204849243164 29.73801040649414, -95.5204849243164 29.737995147705078, -95.52050018310547 29.737995147705078, -95.52049255371094 29.737899780273438, -95.52051544189453 29.737899780273438, -95.52051544189453 29.737865447998047, -95.5205078125 29.737865447998047, -95.5205078125 29.737855911254883, -95.52052307128906 29.737838745117188, -95.52053833007812 29.737838745117188, -95.52053833007812 29.73784828186035, -95.52070617675781 29.73784637451172, -95.52070617675781 29.737886428833008, -95.52071380615234 29.737886428833008, -95.52071380615234 29.737903594970703, -95.52070617675781 29.737903594970703, -95.52071380615234 29.738100051879883, -95.5207290649414 29.738100051879883, -95.5207290649414 29.738117218017578, -95.52071380615234 29.738117218017578, -95.52071380615234 29.73824119567871))","{""roof:levels"":""0"",""roof:shape"":""flat"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,microsoft/BuildingFootprints,,,83010676577,1640030700,1,0,"POLYGON ((-95.4852523803711 29.740907669067383, -95.48588562011719 29.740909576416016, -95.48588562011719 29.740703582763672, -95.4864273071289 29.740705490112305, -95.4864273071289 29.74073600769043, -95.48653411865234 29.74073600769043, -95.48653411865234 29.740215301513672, -95.48652648925781 29.740177154541016, -95.48639678955078 29.740177154541016, -95.48638916015625 29.74016761779785, -95.48635864257812 29.74016761779785, -95.48628997802734 29.740175247192383, -95.48628997802734 29.740169525146484, -95.48619079589844 29.740171432495117, -95.48619079589844 29.740184783935547, -95.48616027832031 29.74018096923828, -95.48616027832031 29.740272521972656, -95.48607635498047 29.740272521972656, -95.48607635498047 29.740188598632812, -95.48513793945312 29.740188598632812, -95.48513793945312 29.740182876586914, -95.48490142822266 29.740182876586914, -95.48490142822266 29.740211486816406, -95.4848861694336 29.740211486816406, -95.4848861694336 29.740299224853516, -95.48491668701172 29.740299224853516, -95.48492431640625 29.74033546447754, -95.48494720458984 29.74038314819336, -95.48493194580078 29.740388870239258, -95.48497009277344 29.74045181274414, -95.48499298095703 29.740440368652344, -95.4852523803711 29.740907669067383), (-95.48628997802734 29.740583419799805, -95.48597717285156 29.740585327148438, -95.48597717285156 29.74041748046875, -95.48628997802734 29.740415573120117, -95.48628997802734 29.740583419799805), (-95.48522186279297 29.74041748046875, -95.4857177734375 29.74040985107422, -95.48572540283203 29.740703582763672, -95.48538208007812 29.74070930480957, -95.48522186279297 29.74041748046875))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,54549152525,1659996981,1,0,"POLYGON ((-95.5074691772461 29.74054718017578, -95.50747680664062 29.741025924682617, -95.50801086425781 29.741016387939453, -95.50801086425781 29.74100685119629, -95.50810241699219 29.741004943847656, -95.50809478759766 29.740880966186523, -95.50794982910156 29.74088478088379, -95.50794982910156 29.740678787231445, -95.50808715820312 29.740676879882812, -95.50808715820312 29.740556716918945, -95.50799560546875 29.740558624267578, -95.50799560546875 29.74053955078125, -95.5074691772461 29.74054718017578), (-95.5077896118164 29.740678787231445, -95.5077896118164 29.740751266479492, -95.50784301757812 29.74074935913086, -95.50784301757812 29.74081039428711, -95.50779724121094 29.74081039428711, -95.50779724121094 29.74088478088379, -95.50760650634766 29.740886688232422, -95.50760650634766 29.740680694580078, -95.5077896118164 29.740678787231445))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,54534712425,1659996981,1,0,"POLYGON ((-95.50764465332031 29.74107551574707, -95.50764465332031 29.741172790527344, -95.5076904296875 29.74117088317871, -95.5076904296875 29.74126434326172, -95.50764465332031 29.74126434326172, -95.50765228271484 29.74135971069336, -95.50809478759766 29.74135398864746, -95.50809478759766 29.741069793701172, -95.50764465332031 29.74107551574707), (-95.50796508789062 29.741254806518555, -95.50778198242188 29.741256713867188, -95.50778198242188 29.741174697875977, -95.50796508789062 29.741174697875977, -95.50796508789062 29.741254806518555))","{""type"":""multipolygon""}",relation
Houston,,,2500,,77056,McCue Road,,Residence Inn,,,+1 713-840-9757,HOUGL,,https://www.marriott.com/hougl,hotel,,,,,,,,,,,,,,,45660094315,1712792147,5,0,"MULTIPOLYGON (((-95.46455383300781 29.74219512939453, -95.46454620361328 29.741653442382812, -95.46466827392578 29.741655349731445, -95.46466827392578 29.74169921875, -95.46501922607422 29.741689682006836, -95.46502685546875 29.741825103759766, -95.46466827392578 29.74182891845703, -95.46467590332031 29.74186134338379, -95.46475219726562 29.74186134338379, -95.46475982666016 29.741971969604492, -95.46467590332031 29.741973876953125, -95.46467590332031 29.742002487182617, -95.46502685546875 29.742000579833984, -95.46502685546875 29.74213218688965, -95.46467590332031 29.742136001586914, -95.46467590332031 29.7421932220459, -95.46455383300781 29.74219512939453)), ((-95.46435546875 29.742319107055664, -95.46519470214844 29.742305755615234, -95.46517944335938 29.741519927978516, -95.46434020996094 29.741535186767578, -95.46434783935547 29.74161148071289, -95.465087890625 29.741600036621094, -95.46510314941406 29.742233276367188, -95.46435546875 29.742244720458984, -95.46435546875 29.742319107055664)))","{""addr:state"":""TX"",""branch"":""Houston by The Galleria"",""brand"":""Residence Inn"",""brand:wikidata"":""Q7315394"",""official_name"":""Residence Inn by Marriott"",""tourism"":""hotel"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,45677603350,1538191120,1,0,"POLYGON ((-95.46605682373047 29.74225425720215, -95.46605682373047 29.74175262451172, -95.4666748046875 29.741741180419922, -95.46668243408203 29.74224281311035, -95.46605682373047 29.74225425720215), (-95.46654510498047 29.742156982421875, -95.46653747558594 29.741836547851562, -95.46643829345703 29.741836547851562, -95.46643829345703 29.741960525512695, -95.46639251708984 29.74195098876953, -95.46633911132812 29.7419490814209, -95.46629333496094 29.741960525512695, -95.4662857055664 29.741844177246094, -95.4661865234375 29.741846084594727, -95.46619415283203 29.742155075073242, -95.46629333496094 29.74215316772461, -95.46629333496094 29.742040634155273, -95.46633911132812 29.742055892944336, -95.46639251708984 29.742053985595703, -95.46643829345703 29.742036819458008, -95.46643829345703 29.742156982421875, -95.46654510498047 29.742156982421875))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,45668848832,1538191120,1,0,"POLYGON ((-95.46587371826172 29.742942810058594, -95.46521759033203 29.742950439453125, -95.46520233154297 29.741750717163086, -95.46585845947266 29.741743087768555, -95.46587371826172 29.742942810058594), (-95.46573638916016 29.742855072021484, -95.46572875976562 29.74254608154297, -95.46561431884766 29.74254608154297, -95.46561431884766 29.742666244506836, -95.46546936035156 29.74266815185547, -95.46546936035156 29.742551803588867, -95.46534729003906 29.742551803588867, -95.46534729003906 29.74285316467285, -95.4654769897461 29.74285125732422, -95.46546936035156 29.742734909057617, -95.46561431884766 29.742734909057617, -95.46561431884766 29.742855072021484, -95.46573638916016 29.742855072021484), (-95.46565246582031 29.742427825927734, -95.46534729003906 29.742429733276367, -95.46534729003906 29.74228286743164, -95.46565246582031 29.742279052734375, -95.46565246582031 29.742427825927734), (-95.4657211303711 29.742164611816406, -95.46561431884766 29.74216651916504, -95.46561431884766 29.742042541503906, -95.46546173095703 29.74204444885254, -95.46546936035156 29.742170333862305, -95.46534729003906 29.742172241210938, -95.46533966064453 29.741846084594727, -95.4654541015625 29.741844177246094, -95.4654541015625 29.74196434020996, -95.46560668945312 29.741960525512695, -95.46560668945312 29.74184799194336, -95.46571350097656 29.74184799194336, -95.4657211303711 29.742164611816406))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,45686357869,1538191120,1,0,"POLYGON ((-95.46669006347656 29.742944717407227, -95.46607208251953 29.742950439453125, -95.466064453125 29.742446899414062, -95.46668243408203 29.7424373626709, -95.46669006347656 29.742944717407227), (-95.46620178222656 29.742544174194336, -95.46629333496094 29.742542266845703, -95.46629333496094 29.742660522460938, -95.46633911132812 29.742645263671875, -95.4664077758789 29.742647171020508, -95.46644592285156 29.742656707763672, -95.46644592285156 29.74254035949707, -95.466552734375 29.74254035949707, -95.466552734375 29.742843627929688, -95.46644592285156 29.74284553527832, -95.46644592285156 29.742727279663086, -95.46640014648438 29.74274444580078, -95.46634674072266 29.742746353149414, -95.46630096435547 29.742734909057617, -95.46630096435547 29.742847442626953, -95.46620178222656 29.742847442626953, -95.46620178222656 29.742544174194336))","{""type"":""multipolygon""}",relation
Houston,,,2310,,77057,Fountain View Drive,,,,,,,,,apartments,,,2,,,,,,,,,,,,16129010856,1744510800,3,0,"POLYGON ((-95.48643493652344 29.743043899536133, -95.4864273071289 29.742563247680664, -95.48583221435547 29.742572784423828, -95.48583984375 29.7430477142334, -95.48643493652344 29.743043899536133), (-95.48629760742188 29.742948532104492, -95.48629760742188 29.742660522460938, -95.48619842529297 29.742660522460938, -95.48619842529297 29.742769241333008, -95.48606872558594 29.74277114868164, -95.48606872558594 29.742660522460938, -95.48596954345703 29.74266242980957, -95.48596954345703 29.74295425415039, -95.48606872558594 29.74295425415039, -95.48606872558594 29.742835998535156, -95.4862060546875 29.742835998535156, -95.4862060546875 29.742948532104492, -95.48629760742188 29.742948532104492))","{""addr:state"":""TX"",""addr:unit"":""19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,apartments,,,2,,,,,,,,,,,,66382181952,1640030700,2,0,"POLYGON ((-95.48506164550781 29.743057250976562, -95.48505401611328 29.742576599121094, -95.4844741821289 29.742586135864258, -95.48448181152344 29.743064880371094, -95.48506164550781 29.743057250976562), (-95.48492431640625 29.742965698242188, -95.48492431640625 29.742673873901367, -95.48483276367188 29.742673873901367, -95.48483276367188 29.742788314819336, -95.48470306396484 29.742786407470703, -95.48470306396484 29.742673873901367, -95.48461151123047 29.74267578125, -95.484619140625 29.74296760559082, -95.48470306396484 29.742965698242188, -95.48471069335938 29.74285888671875, -95.48483276367188 29.742855072021484, -95.4848403930664 29.74296760559082, -95.48492431640625 29.742965698242188))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,apartments,,,2,,,,,,,,,,,,66356330191,1640030700,2,0,"POLYGON ((-95.48444366455078 29.742584228515625, -95.4841079711914 29.742589950561523, -95.48411560058594 29.743066787719727, -95.48445129394531 29.743064880371094, -95.48444366455078 29.742584228515625), (-95.48434448242188 29.742971420288086, -95.48434448242188 29.74268341064453, -95.48422241210938 29.742679595947266, -95.48422241210938 29.742971420288086, -95.48434448242188 29.742971420288086))","{""type"":""multipolygon""}",relation
,,,2400,,,McCue Road,,,,,,,,,apartments,,,,,,,,,,,,,,,44010505597,1538191122,2,0,"POLYGON ((-95.46515655517578 29.743436813354492, -95.46511840820312 29.743436813354492, -95.46511840820312 29.743459701538086, -95.4649887084961 29.743459701538086, -95.4649887084961 29.743438720703125, -95.46489715576172 29.743438720703125, -95.46489715576172 29.74346351623535, -95.46481323242188 29.74346351623535, -95.46481323242188 29.743440628051758, -95.4643783569336 29.743444442749023, -95.46437072753906 29.74236297607422, -95.4646224975586 29.742361068725586, -95.4646224975586 29.742345809936523, -95.46470642089844 29.742345809936523, -95.46470642089844 29.742361068725586, -95.46480560302734 29.742359161376953, -95.46480560302734 29.742341995239258, -95.46488952636719 29.742341995239258, -95.46488952636719 29.742359161376953, -95.46497344970703 29.74235725402832, -95.46497344970703 29.742338180541992, -95.46502685546875 29.742338180541992, -95.46502685546875 29.74235725402832, -95.46504211425781 29.74235725402832, -95.46504211425781 29.742341995239258, -95.46510314941406 29.742340087890625, -95.46510314941406 29.74235725402832, -95.46514892578125 29.74235725402832, -95.46514892578125 29.742528915405273, -95.46517181396484 29.742528915405273, -95.46517181396484 29.742610931396484, -95.46514892578125 29.742610931396484, -95.46514892578125 29.7426700592041, -95.46517181396484 29.7426700592041, -95.46517181396484 29.7428035736084, -95.46514892578125 29.7428035736084, -95.46514892578125 29.742855072021484, -95.46517944335938 29.742855072021484, -95.46517944335938 29.742931365966797, -95.46514892578125 29.74293327331543, -95.46515655517578 29.74298858642578, -95.46517944335938 29.74298858642578, -95.46517944335938 29.743135452270508, -95.46515655517578 29.743135452270508, -95.46515655517578 29.743192672729492, -95.46517944335938 29.743192672729492, -95.46517944335938 29.74326515197754, -95.46515655517578 29.74326515197754, -95.46515655517578 29.743436813354492), (-95.46458435058594 29.742557525634766, -95.46471405029297 29.742555618286133, -95.46471405029297 29.74258041381836, -95.46477508544922 29.74258041381836, -95.46477508544922 29.742555618286133, -95.46479797363281 29.742555618286133, -95.46479797363281 29.742570877075195, -95.46488189697266 29.742570877075195, -95.46488189697266 29.742555618286133, -95.46490478515625 29.742555618286133, -95.46490478515625 29.742565155029297, -95.46492767333984 29.742565155029297, -95.46492767333984 29.74257469177246, -95.46490478515625 29.74257469177246, -95.46490478515625 29.742626190185547, -95.46492767333984 29.742626190185547, -95.46492767333984 29.742647171020508, -95.46489715576172 29.742647171020508, -95.46489715576172 29.74270248413086, -95.46492767333984 29.74270248413086, -95.46492767333984 29.74272346496582, -95.46491241455078 29.74272346496582, -95.46491241455078 29.742809295654297, -95.46484375 29.742809295654297, -95.46484375 29.742990493774414, -95.46491241455078 29.74298858642578, -95.46491241455078 29.743078231811523, -95.46493530273438 29.743078231811523, -95.46493530273438 29.743099212646484, -95.46490478515625 29.743099212646484, -95.46490478515625 29.743152618408203, -95.46493530273438 29.743152618408203, -95.46493530273438 29.74317741394043, -95.46490478515625 29.74317741394043, -95.46490478515625 29.743227005004883, -95.46491241455078 29.743227005004883, -95.46491241455078 29.743247985839844, -95.46488952636719 29.743247985839844, -95.46488952636719 29.74323272705078, -95.46480560302734 29.74323272705078, -95.46480560302734 29.743249893188477, -95.46477508544922 29.743249893188477, -95.46477508544922 29.74322509765625, -95.4647216796875 29.74322509765625, -95.4647216796875 29.743253707885742, -95.46459197998047 29.743255615234375, -95.46459197998047 29.743223190307617, -95.46460723876953 29.743223190307617, -95.46460723876953 29.743152618408203, -95.46458435058594 29.743152618408203, -95.46458435058594 29.74312973022461, -95.4646224975586 29.74312973022461, -95.4646224975586 29.743078231811523, -95.46459197998047 29.743078231811523, -95.46459197998047 29.743057250976562, -95.46463775634766 29.743057250976562, -95.46463775634766 29.742990493774414, -95.46472930908203 29.742990493774414, -95.46472930908203 29.742807388305664, -95.46470642089844 29.742807388305664, -95.46470642089844 29.742794036865234, -95.46463775634766 29.742795944213867, -95.46463775634766 29.74274444580078, -95.46458435058594 29.742746353149414, -95.46458435058594 29.74273109436035, -95.46461486816406 29.74273109436035, -95.46461486816406 29.742677688598633, -95.46458435058594 29.742677688598633, -95.46458435058594 29.74265480041504, -95.464599609375 29.74265480041504, -95.464599609375 29.742586135864258, -95.46458435058594 29.742586135864258, -95.46458435058594 29.742557525634766))","{""type"":""multipolygon""}",relation
Houston,,,2300,,77057,Fountain View Drive,,,,,,,,,apartments,,,,,,,,,,,,,,,16119162387,1744510798,3,0,"POLYGON ((-95.4864501953125 29.743696212768555, -95.48644256591797 29.743213653564453, -95.48583984375 29.74321746826172, -95.48584747314453 29.74370002746582, -95.4864501953125 29.743696212768555), (-95.4863052368164 29.743600845336914, -95.48629760742188 29.743310928344727, -95.4862060546875 29.743310928344727, -95.4862060546875 29.743427276611328, -95.48607635498047 29.743427276611328, -95.48606872558594 29.74330711364746, -95.48597717285156 29.74330711364746, -95.48597717285156 29.743606567382812, -95.48607635498047 29.74360466003418, -95.48607635498047 29.743488311767578, -95.4862060546875 29.743488311767578, -95.48621368408203 29.743600845336914, -95.4863052368164 29.743600845336914))","{""addr:state"":""TX"",""addr:unit"":""19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,apartments,,,2,,,,,,,,,,,,66317552557,1640030700,2,0,"POLYGON ((-95.48507690429688 29.74370765686035, -95.48506927490234 29.743227005004883, -95.48448181152344 29.74323272705078, -95.48448944091797 29.74371337890625, -95.48507690429688 29.74370765686035), (-95.48493194580078 29.743616104125977, -95.48493194580078 29.743324279785156, -95.4848403930664 29.743322372436523, -95.4848403930664 29.743438720703125, -95.48471069335938 29.74344253540039, -95.48470306396484 29.743324279785156, -95.484619140625 29.743324279785156, -95.48462677001953 29.743619918823242, -95.48471069335938 29.74361801147461, -95.48471069335938 29.743501663208008, -95.4848403930664 29.743499755859375, -95.48484802246094 29.743616104125977, -95.48493194580078 29.743616104125977))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,apartments,,,2,,,,,,,,,,,,66369256071,1640030700,2,0,"POLYGON ((-95.48445129394531 29.74323844909668, -95.48411560058594 29.743236541748047, -95.48412322998047 29.743717193603516, -95.48445892333984 29.743709564208984, -95.48445129394531 29.74323844909668), (-95.4842300415039 29.74332618713379, -95.4843521118164 29.74332618713379, -95.4843521118164 29.74359893798828, -95.48423767089844 29.74359893798828, -95.4842300415039 29.74332618713379))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,45651339799,1538191120,1,0,"POLYGON ((-95.4652099609375 29.743867874145508, -95.46446990966797 29.743881225585938, -95.46446990966797 29.743894577026367, -95.46434783935547 29.743896484375, -95.46434020996094 29.743494033813477, -95.46446228027344 29.743492126464844, -95.46446990966797 29.743593215942383, -95.46520233154297 29.743579864501953, -95.4652099609375 29.743867874145508), (-95.465087890625 29.74376678466797, -95.4648666381836 29.743772506713867, -95.46485900878906 29.743682861328125, -95.46508026123047 29.743677139282227, -95.465087890625 29.74376678466797), (-95.4647216796875 29.7437801361084, -95.46444702148438 29.743785858154297, -95.46443939208984 29.743661880493164, -95.46446228027344 29.74365997314453, -95.46446228027344 29.743680953979492, -95.46450805664062 29.743680953979492, -95.46450805664062 29.74369239807129, -95.46471405029297 29.74368667602539, -95.4647216796875 29.7437801361084))","{""type"":""multipolygon""}",relation
Houston,,,2345,,77056,Sage Road,,Montierra,,,,,,,apartments,,,5,,,,,,,,,,,,45703866910,1564292354,3,0,"POLYGON ((-95.46630096435547 29.74350929260254, -95.46630096435547 29.743396759033203, -95.46631622314453 29.743396759033203, -95.46631622314453 29.743345260620117, -95.46629333496094 29.743345260620117, -95.46629333496094 29.74323844909668, -95.46640014648438 29.743236541748047, -95.46640014648438 29.743270874023438, -95.46670532226562 29.743268966674805, -95.46670532226562 29.743221282958984, -95.4668197631836 29.743221282958984, -95.46682739257812 29.743749618530273, -95.46672058105469 29.743749618530273, -95.46672821044922 29.74401092529297, -95.46683502197266 29.744009017944336, -95.46684265136719 29.744529724121094, -95.46671295166016 29.744529724121094, -95.46671295166016 29.744497299194336, -95.46641540527344 29.7445011138916, -95.46641540527344 29.744535446166992, -95.46630859375 29.744537353515625, -95.46630859375 29.744421005249023, -95.46632385253906 29.744421005249023, -95.46632385253906 29.744375228881836, -95.46631622314453 29.744375228881836, -95.46630859375 29.744258880615234, -95.46642303466797 29.7442569732666, -95.46642303466797 29.74429702758789, -95.46670532226562 29.744293212890625, -95.46670532226562 29.74424934387207, -95.4666748046875 29.744251251220703, -95.4666748046875 29.744211196899414, -95.46671295166016 29.74420928955078, -95.46671295166016 29.744163513183594, -95.46641540527344 29.74416732788086, -95.46641540527344 29.744203567504883, -95.46631622314453 29.744205474853516, -95.46630859375 29.744096755981445, -95.46632385253906 29.744096755981445, -95.46632385253906 29.744047164916992, -95.46630859375 29.744047164916992, -95.46630859375 29.743724822998047, -95.46632385253906 29.743724822998047, -95.46632385253906 29.743671417236328, -95.46630096435547 29.743671417236328, -95.46630096435547 29.743560791015625, -95.4664077758789 29.743558883666992, -95.4664077758789 29.74359703063965, -95.4666976928711 29.743595123291016, -95.4666976928711 29.743555068969727, -95.46665954589844 29.743555068969727, -95.46665954589844 29.743505477905273, -95.4666976928711 29.743505477905273, -95.4666976928711 29.74346351623535, -95.4664077758789 29.743465423583984, -95.4664077758789 29.74350929260254, -95.46630096435547 29.74350929260254), (-95.46662139892578 29.74396324157715, -95.46641540527344 29.74396514892578, -95.46641540527344 29.74380111694336, -95.46662139892578 29.743799209594727, -95.46662139892578 29.74396324157715))","{""addr:state"":""TX"",""type"":""multipolygon""}",relation
