addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,ref,website,building,amenity,building:flats,building:levels,building:material,building:min_level,building:use,craft,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
Panama City Beach,,,210,,32408,Sago Palm Street,,,,,,,,yes,,,,,,,,,,,,,,,,5536695761,1540247885,1,0,"POLYGON ((-85.77449798583984 30.17655372619629, -85.77446746826172 30.17655372619629, -85.77446746826172 30.1766357421875, -85.77446746826172 30.176647186279297, -85.77436828613281 30.176647186279297, -85.77436828613281 30.176668167114258, -85.7742919921875 30.176668167114258, -85.7742919921875 30.176647186279297, -85.7742919921875 30.1766357421875, -85.77427673339844 30.1766357421875, -85.77427673339844 30.17655372619629, -85.77427673339844 30.176502227783203, -85.77437591552734 30.176502227783203, -85.77437591552734 30.17655372619629, -85.77445220947266 30.17655372619629, -85.77445220947266 30.176504135131836, -85.77449035644531 30.176504135131836, -85.77449798583984 30.17655372619629))","{""type"":""multipolygon""}",relation
Panama City,,,1527,,32405,Lincoln Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7048890098,1540419580,1,0,"POLYGON ((-85.6916275024414 30.17691421508789, -85.69142150878906 30.176912307739258, -85.69142150878906 30.176950454711914, -85.69152069091797 30.176952362060547, -85.69152069091797 30.177034378051758, -85.69121551513672 30.177030563354492, -85.69122314453125 30.176851272583008, -85.6911392211914 30.176851272583008, -85.6911392211914 30.176803588867188, -85.6911849975586 30.176803588867188, -85.69119262695312 30.17669105529785, -85.69125366210938 30.176692962646484, -85.69125366210938 30.176618576049805, -85.69145202636719 30.17662239074707, -85.69145202636719 30.176715850830078, -85.69133758544922 30.176715850830078, -85.69133758544922 30.176733016967773, -85.69163513183594 30.17673683166504, -85.69163513183594 30.1766414642334, -85.69151306152344 30.1766414642334, -85.69151306152344 30.176549911499023, -85.69139862060547 30.17654800415039, -85.69140625 30.176420211791992, -85.69169616699219 30.176424026489258, -85.69169616699219 30.17669677734375, -85.69190216064453 30.176700592041016, -85.69190216064453 30.176738739013672, -85.69195556640625 30.176740646362305, -85.69195556640625 30.176807403564453, -85.69200134277344 30.176809310913086, -85.69200134277344 30.177093505859375, -85.69166564941406 30.17708969116211, -85.6916275024414 30.177087783813477, -85.6916275024414 30.17691421508789), (-85.69129180908203 30.176733016967773, -85.69129180908203 30.176712036132812, -85.6912612915039 30.176712036132812, -85.69125366210938 30.17673110961914, -85.69129180908203 30.176733016967773))","{""addr:state"":""FL"",""type"":""multipolygon""}",relation
Cedar Grove,,,1537,,32405,North James Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7482434479,1540495637,1,0,"POLYGON ((-85.62399291992188 30.17694091796875, -85.62399291992188 30.17687225341797, -85.62403869628906 30.1768741607666, -85.62403869628906 30.177059173583984, -85.62398529052734 30.177059173583984, -85.62399291992188 30.177001953125, -85.62396240234375 30.177001953125, -85.62396240234375 30.17694091796875, -85.62399291992188 30.17694091796875))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,6783521232,1540359986,1,0,"POLYGON ((-85.75850677490234 30.17735481262207, -85.75850677490234 30.177288055419922, -85.75850677490234 30.177288055419922, -85.75850677490234 30.177270889282227, -85.75850677490234 30.177227020263672, -85.75852966308594 30.177227020263672, -85.75852966308594 30.17720603942871, -85.7587661743164 30.177209854125977, -85.7587661743164 30.1771297454834, -85.7586898803711 30.1771297454834, -85.7586898803711 30.177082061767578, -85.7585220336914 30.177082061767578, -85.7585220336914 30.177061080932617, -85.75853729248047 30.177059173583984, -85.75853729248047 30.177051544189453, -85.7585220336914 30.177051544189453, -85.75852966308594 30.177032470703125, -85.75851440429688 30.177032470703125, -85.75851440429688 30.177013397216797, -85.75853729248047 30.177013397216797, -85.75853729248047 30.176965713500977, -85.75874328613281 30.176969528198242, -85.75875854492188 30.176969528198242, -85.7587890625 30.176969528198242, -85.7587890625 30.17695426940918, -85.75881958007812 30.17695426940918, -85.75882720947266 30.17695426940918, -85.75882720947266 30.176912307739258, -85.7588882446289 30.176912307739258, -85.7588882446289 30.176969528198242, -85.75904083251953 30.176971435546875, -85.75904083251953 30.177017211914062, -85.75904846191406 30.177017211914062, -85.75906372070312 30.177017211914062, -85.75906372070312 30.17703628540039, -85.75904846191406 30.17703628540039, -85.75904083251953 30.17703628540039, -85.75904083251953 30.177085876464844, -85.75885772705078 30.17708396911621, -85.75885772705078 30.17711639404297, -85.75891876220703 30.17711639404297, -85.75891876220703 30.17714500427246, -85.75891876220703 30.177175521850586, -85.75891876220703 30.177209854125977, -85.75908660888672 30.17721176147461, -85.75908660888672 30.177274703979492, -85.75909423828125 30.177274703979492, -85.75910186767578 30.177274703979492, -85.75910186767578 30.177295684814453, -85.75910186767578 30.177335739135742, -85.75907897949219 30.177335739135742, -85.75907897949219 30.177358627319336, -85.7588119506836 30.177356719970703, -85.75878143310547 30.177356719970703, -85.75850677490234 30.17735481262207), (-85.7589111328125 30.177175521850586, -85.75881958007812 30.177173614501953, -85.75881958007812 30.177207946777344, -85.7589111328125 30.177207946777344, -85.7589111328125 30.177175521850586))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,7420492493,1540493779,1,0,"POLYGON ((-85.6650619506836 30.177593231201172, -85.6650619506836 30.17756462097168, -85.66488647460938 30.17756462097168, -85.66488647460938 30.17744255065918, -85.66488647460938 30.17739486694336, -85.6648941040039 30.17739486694336, -85.6648941040039 30.177309036254883, -85.66502380371094 30.177309036254883, -85.66502380371094 30.17728042602539, -85.6651611328125 30.17728042602539, -85.6651611328125 30.17744255065918, -85.6651611328125 30.17756462097168, -85.66511535644531 30.17756462097168, -85.66511535644531 30.177593231201172, -85.6650619506836 30.177593231201172), (-85.66502380371094 30.17739486694336, -85.66493225097656 30.17739486694336, -85.66493225097656 30.17744255065918, -85.66502380371094 30.17744255065918, -85.66502380371094 30.17739486694336))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,industrial,,,,,,,,,,,,,,,,84067978003,1621878193,1,0,"POLYGON ((-85.7296371459961 30.179019927978516, -85.72898864746094 30.17901039123535, -85.72898864746094 30.17888832092285, -85.72865295410156 30.178874969482422, -85.72853088378906 30.178871154785156, -85.7283935546875 30.178836822509766, -85.7282943725586 30.17877197265625, -85.72821044921875 30.178667068481445, -85.7281723022461 30.178556442260742, -85.72818756103516 30.178417205810547, -85.72825622558594 30.178308486938477, -85.72820281982422 30.178247451782227, -85.72833251953125 30.178146362304688, -85.7283935546875 30.17821502685547, -85.72848510742188 30.178184509277344, -85.7286148071289 30.178184509277344, -85.72871398925781 30.178197860717773, -85.72880554199219 30.178241729736328, -85.7289047241211 30.17833709716797, -85.72895812988281 30.17840576171875, -85.72897338867188 30.178489685058594, -85.72896575927734 30.178598403930664, -85.72893524169922 30.178680419921875, -85.7288818359375 30.178749084472656, -85.72882843017578 30.17879867553711, -85.72897338867188 30.178800582885742, -85.7290267944336 30.177383422851562, -85.7289810180664 30.177383422851562, -85.72898864746094 30.177289962768555, -85.72903442382812 30.177289962768555, -85.72903442382812 30.17719078063965, -85.72900390625 30.17719078063965, -85.72900390625 30.17713165283203, -85.72903442382812 30.177133560180664, -85.72905731201172 30.176708221435547, -85.72917175292969 30.176706314086914, -85.72917175292969 30.176759719848633, -85.72950744628906 30.176769256591797, -85.72950744628906 30.176841735839844, -85.72949981689453 30.176929473876953, -85.7297134399414 30.176929473876953, -85.7296371459961 30.179019927978516), (-85.72870635986328 30.17876434326172, -85.72860717773438 30.178787231445312, -85.72850799560547 30.178783416748047, -85.7284164428711 30.17875099182129, -85.72834777832031 30.17869758605957, -85.7282943725586 30.178625106811523, -85.72827911376953 30.178543090820312, -85.72828674316406 30.17845916748047, -85.72833251953125 30.178382873535156, -85.72840118408203 30.17832374572754, -85.72848510742188 30.178285598754883, -85.72857666015625 30.178274154663086, -85.72867584228516 30.17828941345215, -85.72876739501953 30.178333282470703, -85.72882843017578 30.17839813232422, -85.72886657714844 30.178476333618164, -85.72886657714844 30.17856216430664, -85.72884368896484 30.17864418029785, -85.7287826538086 30.178714752197266, -85.72870635986328 30.17876434326172))","{""type"":""multipolygon""}",relation
,,,6894,,32407,Vernon Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,6774677315,1540359986,1,0,"POLYGON ((-85.75808715820312 30.178781509399414, -85.75769805908203 30.178775787353516, -85.75768280029297 30.178775787353516, -85.75768280029297 30.178770065307617, -85.75767517089844 30.178770065307617, -85.75765991210938 30.178770065307617, -85.75764465332031 30.17876625061035, -85.75764465332031 30.17871856689453, -85.75760650634766 30.178756713867188, -85.75751495361328 30.17867660522461, -85.75755310058594 30.17864227294922, -85.75755310058594 30.178640365600586, -85.75749969482422 30.178640365600586, -85.75749969482422 30.178627014160156, -85.75749969482422 30.178613662719727, -85.75749969482422 30.178600311279297, -85.75749206542969 30.178600311279297, -85.75749206542969 30.178255081176758, -85.75749969482422 30.178255081176758, -85.75749969482422 30.178247451782227, -85.75749969482422 30.178241729736328, -85.75749969482422 30.178234100341797, -85.75749969482422 30.1782283782959, -85.75749969482422 30.178220748901367, -85.75750732421875 30.17821502685547, -85.75756072998047 30.1782169342041, -85.75755310058594 30.178213119506836, -85.75752258300781 30.178178787231445, -85.75761413574219 30.178098678588867, -85.75765991210938 30.178138732910156, -85.75765991210938 30.178091049194336, -85.75767517089844 30.178089141845703, -85.75768280029297 30.17808723449707, -85.75769805908203 30.17808723449707, -85.75769805908203 30.178083419799805, -85.75770568847656 30.178083419799805, -85.75770568847656 30.178083419799805, -85.75810241699219 30.178089141845703, -85.75810241699219 30.17809295654297, -85.75811767578125 30.1780948638916, -85.75813293457031 30.178096771240234, -85.75814819335938 30.178098678588867, -85.75814819335938 30.178144454956055, -85.75819396972656 30.17810821533203, -85.7582778930664 30.17818832397461, -85.75826263427734 30.178199768066406, -85.75823211669922 30.178220748901367, -85.75823211669922 30.178237915039062, -85.75826263427734 30.178237915039062, -85.75828552246094 30.178237915039062, -85.75829315185547 30.178237915039062, -85.75829315185547 30.178264617919922, -85.75830078125 30.178264617919922, -85.75829315185547 30.17860984802246, -85.75823211669922 30.17860984802246, -85.75822448730469 30.178647994995117, -85.75827026367188 30.178688049316406, -85.7581787109375 30.17876625061035, -85.75813293457031 30.17872428894043, -85.75813293457031 30.178773880004883, -85.75811004638672 30.17877769470215, -85.75809478759766 30.17877769470215, -85.75808715820312 30.17877769470215, -85.75808715820312 30.178781509399414), (-85.75813293457031 30.17862892150879, -85.75814819335938 30.178640365600586, -85.75816345214844 30.178630828857422, -85.75817108154297 30.178638458251953, -85.7582015991211 30.178607940673828, -85.75813293457031 30.178607940673828, -85.75814056396484 30.178266525268555, -85.75814056396484 30.17826271057129, -85.75814819335938 30.17826271057129, -85.75820922851562 30.178264617919922, -85.7581787109375 30.178234100341797, -85.75817108154297 30.178241729736328, -85.7581558227539 30.178232192993164, -85.75814056396484 30.17824363708496, -85.75814056396484 30.178247451782227, -85.75813293457031 30.17824935913086, -85.75813293457031 30.17824935913086, -85.75813293457031 30.17824935913086, -85.75812530517578 30.17824935913086, -85.75812530517578 30.178247451782227, -85.75812530517578 30.178247451782227, -85.75811767578125 30.178245544433594, -85.75811767578125 30.17824363708496, -85.75811767578125 30.178241729736328, -85.75811767578125 30.178239822387695, -85.75811767578125 30.178237915039062, -85.75811767578125 30.17823600769043, -85.75811767578125 30.178232192993164, -85.75811767578125 30.17823028564453, -85.75811767578125 30.1782283782959, -85.75812530517578 30.17822265625, -85.75813293457031 30.178211212158203, -85.75812530517578 30.178203582763672, -85.75813293457031 30.178194046020508, -85.75810241699219 30.178163528442383, -85.75810241699219 30.1782283782959, -85.75770568847656 30.178224563598633, -85.75769805908203 30.178224563598633, -85.75769805908203 30.17819595336914, -85.75769805908203 30.178165435791016, -85.7576675415039 30.17818832397461, -85.75767517089844 30.17819595336914, -85.75765991210938 30.178207397460938, -85.75767517089844 30.178218841552734, -85.75767517089844 30.178220748901367, -85.75767517089844 30.17822265625, -85.75768280029297 30.178224563598633, -85.75768280029297 30.178226470947266, -85.75768280029297 30.17823028564453, -85.75768280029297 30.178232192993164, -85.75767517089844 30.178234100341797, -85.75767517089844 30.17823600769043, -85.75767517089844 30.178237915039062, -85.75767517089844 30.178239822387695, -85.7576675415039 30.178241729736328, -85.7576675415039 30.17824363708496, -85.7576675415039 30.17824363708496, -85.75765991210938 30.17824363708496, -85.75765991210938 30.17824363708496, -85.75765991210938 30.17824363708496, -85.75765228271484 30.178241729736328, -85.75765228271484 30.178239822387695, -85.75765228271484 30.178239822387695, -85.75763702392578 30.178226470947266, -85.75762939453125 30.178232192993164, -85.75762176513672 30.17823600769043, -85.75761413574219 30.17823028564453, -85.7575912475586 30.178255081176758, -85.75762939453125 30.178255081176758, -85.7576675415039 30.17825698852539, -85.7576675415039 30.178260803222656, -85.75765991210938 30.178600311279297, -85.75764465332031 30.178600311279297, -85.75757598876953 30.178600311279297, -85.75760650634766 30.17862892150879, -85.75761413574219 30.17862319946289, -85.75762939453125 30.178630828857422, -85.75764465332031 30.178621292114258, -85.75764465332031 30.178619384765625, -85.75764465332031 30.178617477416992, -85.75764465332031 30.17861557006836, -85.75765228271484 30.17861557006836, -85.75765228271484 30.17861557006836, -85.75765228271484 30.17861557006836, -85.75765991210938 30.17861557006836, -85.75765991210938 30.17861557006836, -85.75765991210938 30.17861557006836, -85.7576675415039 30.178617477416992, -85.7576675415039 30.178619384765625, -85.7576675415039 30.178621292114258, -85.7576675415039 30.17862319946289, -85.75767517089844 30.178625106811523, -85.75767517089844 30.178627014160156, -85.75767517089844 30.178630828857422, -85.75767517089844 30.178632736206055, -85.7576675415039 30.178634643554688, -85.7576675415039 30.17863655090332, -85.7576675415039 30.178638458251953, -85.7576675415039 30.178640365600586, -85.7576675415039 30.17864227294922, -85.75765228271484 30.178653717041016, -85.7576675415039 30.17866325378418, -85.75765991210938 30.178668975830078, -85.75768280029297 30.178695678710938, -85.7576904296875 30.17864227294922, -85.7576904296875 30.17863655090332, -85.75769805908203 30.17863655090332, -85.75809478759766 30.178640365600586, -85.75809478759766 30.178647994995117, -85.75808715820312 30.178701400756836, -85.75812530517578 30.17867660522461, -85.75811767578125 30.178668975830078, -85.75812530517578 30.178659439086914, -85.75811767578125 30.178647994995117, -85.75811004638672 30.178646087646484, -85.75811004638672 30.17864418029785, -85.75811004638672 30.17864227294922, -85.75811004638672 30.178640365600586, -85.75811004638672 30.178638458251953, -85.75811004638672 30.17863655090332, -85.75811004638672 30.178632736206055, -85.75811004638672 30.178630828857422, -85.75811004638672 30.17862892150879, -85.75811004638672 30.178627014160156, -85.75811767578125 30.178625106811523, -85.75811767578125 30.178625106811523, -85.75811767578125 30.17862319946289, -85.75812530517578 30.17862319946289, -85.75812530517578 30.17862319946289, -85.75812530517578 30.17862319946289, -85.75813293457031 30.178625106811523, -85.75813293457031 30.178627014160156, -85.75813293457031 30.178627014160156, -85.75813293457031 30.17862892150879))","{""type"":""multipolygon""}",relation
Panama City,,,,,32401,Lake Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,3187872057,1539657845,1,0,"MULTIPOLYGON (((-85.70448303222656 30.17840003967285, -85.70439910888672 30.17840003967285, -85.70439910888672 30.178377151489258, -85.70448303222656 30.178377151489258, -85.70448303222656 30.17840003967285)), ((-85.70439910888672 30.17840003967285, -85.70439910888672 30.178443908691406, -85.70439910888672 30.178495407104492, -85.70429992675781 30.178495407104492, -85.70429992675781 30.178443908691406, -85.70433044433594 30.178443908691406, -85.70433044433594 30.17840003967285, -85.70439910888672 30.17840003967285)))","{""type"":""multipolygon""}",relation
Cedar Grove,,,1716,,32405,North East Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7473585578,1540495636,1,0,"POLYGON ((-85.62423706054688 30.17884635925293, -85.62423706054688 30.17879295349121, -85.62433624267578 30.17879295349121, -85.62440490722656 30.17879295349121, -85.62440490722656 30.178882598876953, -85.62433624267578 30.178882598876953, -85.62432861328125 30.17892837524414, -85.6244125366211 30.17892837524414, -85.62440490722656 30.179006576538086, -85.62432861328125 30.179006576538086, -85.62432861328125 30.179061889648438, -85.62423706054688 30.179061889648438, -85.62423706054688 30.178998947143555, -85.62420654296875 30.178998947143555, -85.62418365478516 30.179000854492188, -85.62418365478516 30.178937911987305, -85.62420654296875 30.178937911987305, -85.62420654296875 30.17884635925293, -85.62423706054688 30.17884635925293))","{""type"":""multipolygon""}",relation
Cedar Grove,,,1701,,32405,North East Avenue,,First Assembly of God,,,,,,yes,place_of_worship,,,,,,,,,,,,,,,7500132284,1662848020,2,0,"MULTIPOLYGON (((-85.62583923339844 30.17925262451172, -85.62590789794922 30.17925262451172, -85.62590789794922 30.179323196411133, -85.62583923339844 30.179323196411133, -85.62583923339844 30.17925262451172)), ((-85.62586212158203 30.17921257019043, -85.6257095336914 30.179210662841797, -85.62565612792969 30.17923927307129, -85.62564086914062 30.17922019958496, -85.62559509277344 30.179216384887695, -85.62557983398438 30.179214477539062, -85.62557220458984 30.179208755493164, -85.62554168701172 30.179183959960938, -85.6255111694336 30.179155349731445, -85.62549591064453 30.179121017456055, -85.62548065185547 30.179092407226562, -85.62547302246094 30.179058074951172, -85.6254653930664 30.179018020629883, -85.62545776367188 30.178977966308594, -85.6254653930664 30.178943634033203, -85.62547302246094 30.17890739440918, -85.62548065185547 30.178876876831055, -85.62549591064453 30.17884635925293, -85.62551879882812 30.178817749023438, -85.62553405761719 30.178796768188477, -85.62554931640625 30.17878532409668, -85.62557220458984 30.17877197265625, -85.62557983398438 30.178768157958984, -85.62559509277344 30.178768157958984, -85.62564849853516 30.178773880004883, -85.62564849853516 30.178770065307617, -85.62564849853516 30.17876625061035, -85.62565612792969 30.17876625061035, -85.62566375732422 30.17874526977539, -85.6257095336914 30.178768157958984, -85.62571716308594 30.178768157958984, -85.62571716308594 30.17872428894043, -85.62582397460938 30.17872428894043, -85.62582397460938 30.178768157958984, -85.62586212158203 30.178768157958984, -85.62586212158203 30.178672790527344, -85.62599182128906 30.178672790527344, -85.62598419189453 30.179250717163086, -85.62586212158203 30.179250717163086, -85.62586212158203 30.17921257019043)))","{""denomination"":""pentecostal"",""religion"":""christian"",""type"":""multipolygon""}",relation
Panama City Beach,,,7104,,32408,Laird Street,,,,,,,,yes,,,,,,,,,,,,,,,,5695830511,1540259711,1,0,"POLYGON ((-85.7615966796875 30.178844451904297, -85.76165008544922 30.178844451904297, -85.76165008544922 30.17886734008789, -85.76168823242188 30.17886734008789, -85.76168823242188 30.178972244262695, -85.76170349121094 30.178972244262695, -85.76170349121094 30.178993225097656, -85.76168823242188 30.178991317749023, -85.76168823242188 30.17903709411621, -85.76170349121094 30.179039001464844, -85.76170349121094 30.179058074951172, -85.76168823242188 30.179058074951172, -85.76168823242188 30.179155349731445, -85.76165008544922 30.179155349731445, -85.76165008544922 30.17917823791504, -85.76155853271484 30.17917823791504, -85.76155853271484 30.17918586730957, -85.76153564453125 30.17918586730957, -85.76153564453125 30.17917823791504, -85.76139831542969 30.179176330566406, -85.76139831542969 30.17917823791504, -85.76139831542969 30.17918586730957, -85.7613754272461 30.17918586730957, -85.7613754272461 30.17917823791504, -85.7613754272461 30.179176330566406, -85.76126861572266 30.179176330566406, -85.76126861572266 30.179153442382812, -85.76123809814453 30.179153442382812, -85.76123809814453 30.179058074951172, -85.76122283935547 30.179058074951172, -85.76122283935547 30.179040908813477, -85.76123809814453 30.179040908813477, -85.76123809814453 30.17900276184082, -85.76122283935547 30.17900276184082, -85.76122283935547 30.178983688354492, -85.76123809814453 30.178983688354492, -85.76123809814453 30.178869247436523, -85.76128387451172 30.178869247436523, -85.76128387451172 30.17884635925293, -85.76131439208984 30.17884635925293, -85.76131439208984 30.178834915161133, -85.76133728027344 30.178834915161133, -85.76133728027344 30.17884635925293, -85.7613754272461 30.17884635925293, -85.7613754272461 30.178836822509766, -85.76139831542969 30.178836822509766, -85.76139831542969 30.178844451904297, -85.76141357421875 30.178844451904297, -85.76141357421875 30.178834915161133, -85.76145935058594 30.178834915161133, -85.76145935058594 30.178844451904297, -85.761474609375 30.178844451904297, -85.761474609375 30.178834915161133, -85.76150512695312 30.178836822509766, -85.76151275634766 30.178836822509766, -85.76150512695312 30.178844451904297, -85.76156616210938 30.178844451904297, -85.76156616210938 30.178834915161133, -85.76158905029297 30.178834915161133, -85.7615966796875 30.178834915161133, -85.7615966796875 30.178844451904297), (-85.76155853271484 30.179044723510742, -85.76155853271484 30.178979873657227, -85.76136779785156 30.17898178100586, -85.76136779785156 30.17904281616211, -85.76155853271484 30.179044723510742))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,7057736361,1540419580,1,0,"POLYGON ((-85.67890167236328 30.179662704467773, -85.67890167236328 30.179616928100586, -85.6789321899414 30.179616928100586, -85.67893981933594 30.17954444885254, -85.6789779663086 30.179546356201172, -85.67898559570312 30.179370880126953, -85.6789321899414 30.179370880126953, -85.6789321899414 30.179317474365234, -85.67886352539062 30.1793155670166, -85.67886352539062 30.17926025390625, -85.67888641357422 30.17926025390625, -85.67884826660156 30.179155349731445, -85.67884826660156 30.179153442382812, -85.67878723144531 30.178991317749023, -85.67855834960938 30.178985595703125, -85.6785659790039 30.178768157958984, -85.67897033691406 30.17877769470215, -85.67897033691406 30.178926467895508, -85.67937469482422 30.178936004638672, -85.67937469482422 30.17899513244629, -85.67948913574219 30.178998947143555, -85.67948150634766 30.17922019958496, -85.67936706542969 30.179218292236328, -85.67936706542969 30.17926788330078, -85.67974090576172 30.179277420043945, -85.67970275878906 30.180438995361328, -85.67961120605469 30.180437088012695, -85.67897033691406 30.179946899414062, -85.6789779663086 30.179712295532227, -85.6789321899414 30.179712295532227, -85.6789321899414 30.179662704467773, -85.67890167236328 30.179662704467773), (-85.67893981933594 30.179262161254883, -85.67893981933594 30.179201126098633, -85.67896270751953 30.179201126098633, -85.67896270751953 30.179044723510742, -85.67884826660156 30.17904281616211, -85.67888641357422 30.179141998291016, -85.67893981933594 30.179262161254883))","{""type"":""multipolygon""}",relation
Panama City,,,5315,,32401,West 19th Street,,Berg Steel Pipe Corp.,,,,,,industrial,,,,,,,,,,,,,,,,18414537289,1621878193,2,0,"MULTIPOLYGON (((-85.73167419433594 30.18109130859375, -85.7316665649414 30.18130874633789, -85.73181915283203 30.181310653686523, -85.7318115234375 30.181535720825195, -85.73165130615234 30.18153190612793, -85.73164367675781 30.18199920654297, -85.73136901855469 30.181991577148438, -85.73136138916016 30.182132720947266, -85.73117065429688 30.18212890625, -85.73117065429688 30.181987762451172, -85.7310562133789 30.18198585510254, -85.73104858398438 30.182167053222656, -85.73081970214844 30.182161331176758, -85.73081970214844 30.18198013305664, -85.73064422607422 30.181976318359375, -85.73058319091797 30.181976318359375, -85.73054504394531 30.181974411010742, -85.73055267333984 30.18168067932129, -85.73065185546875 30.181682586669922, -85.73067474365234 30.180919647216797, -85.73072052001953 30.180919647216797, -85.73069849614618 30.18165561165126, -85.73167419433594 30.18109130859375)), ((-85.73167419433594 30.18109130859375, -85.7306900024414 30.18028450012207, -85.7308349609375 30.180288314819336, -85.73084259033203 30.18007469177246, -85.7311019897461 30.18008041381836, -85.73109436035156 30.18031120300293, -85.73193359375 30.180330276489258, -85.73191833496094 30.180625915527344, -85.73171997070312 30.180620193481445, -85.7317123413086 30.18109130859375, -85.73167419433594 30.18109130859375)), ((-85.7306900024414 30.18028450012207, -85.73067474365234 30.180919647216797, -85.73062133789062 30.180917739868164, -85.73062896728516 30.180622100830078, -85.73056030273438 30.180620193481445, -85.7305679321289 30.180282592773438, -85.7306900024414 30.18028450012207)), ((-85.73184204101562 30.178569793701172, -85.73179626464844 30.179607391357422, -85.73161315917969 30.17959976196289, -85.73159790039062 30.179855346679688, -85.73133850097656 30.179845809936523, -85.73135375976562 30.179582595825195, -85.73095703125 30.179569244384766, -85.73097229003906 30.179304122924805, -85.73103332519531 30.17930793762207, -85.73104095458984 30.1792049407959, -85.73135375976562 30.179216384887695, -85.73135375976562 30.179149627685547, -85.73119354248047 30.17914390563965, -85.73120880126953 30.178823471069336, -85.7314453125 30.1788330078125, -85.73146057128906 30.178556442260742, -85.73184204101562 30.178569793701172)))","{""addr:state"":""FL"",""type"":""multipolygon""}",relation
,,,1800,,32405,North East Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7464736678,1540495636,1,0,"MULTIPOLYGON (((-85.62364959716797 30.18109130859375, -85.62364196777344 30.18114471435547, -85.62361907958984 30.181142807006836, -85.62362670898438 30.181089401245117, -85.62364959716797 30.18109130859375)), ((-85.62364196777344 30.18114471435547, -85.6236572265625 30.18105697631836, -85.62371063232422 30.18106460571289, -85.62370300292969 30.18108367919922, -85.62373352050781 30.181087493896484, -85.62371826171875 30.181140899658203, -85.62369537353516 30.181137084960938, -85.6236801147461 30.18121337890625, -85.62362670898438 30.18120574951172, -85.62364196777344 30.18114471435547)))","{""addr:unit"":""51"",""type"":""multipolygon""}",relation
,,,1800,,32405,North East Avenue,,,,,,,,yes,,,,,,,,,,,,,,,,7508981210,1540496151,1,0,"POLYGON ((-85.62301635742188 30.181264877319336, -85.62299346923828 30.181262969970703, -85.62299346923828 30.181283950805664, -85.6229476928711 30.18128204345703, -85.6229476928711 30.181261138916014, -85.622802734375 30.181255340576172, -85.62281036376953 30.181217193603516, -85.6230239868164 30.18122673034668, -85.62301635742188 30.181264877319336))","{""addr:unit"":""40"",""type"":""multipolygon""}",relation
Panama City,,,204,,32405,East 19th Street,,Digestive Diseases Center,,,,,,yes,doctors,,,,,,,,,,,,,,,7402794894,1664147087,2,0,"POLYGON ((-85.65841674804688 30.181724548339844, -85.65841674804688 30.1817626953125, -85.65846252441406 30.1817626953125, -85.65849304199219 30.1817626953125, -85.65849304199219 30.181970596313477, -85.65846252441406 30.181970596313477, -85.65824127197266 30.181970596313477, -85.65824127197266 30.182039260864258, -85.65814208984375 30.182039260864258, -85.65814208984375 30.181970596313477, -85.65796661376953 30.181970596313477, -85.65796661376953 30.18195152282715, -85.65775299072266 30.18195152282715, -85.65775299072266 30.1817626953125, -85.65796661376953 30.1817626953125, -85.65803527832031 30.1817626953125, -85.65803527832031 30.181724548339844, -85.65808868408203 30.181724548339844, -85.65808868408203 30.181718826293945, -85.65808868408203 30.181659698486328, -85.65821075439453 30.181659698486328, -85.65841674804688 30.181659698486328, -85.65841674804688 30.181724548339844), (-85.65839385986328 30.1817626953125, -85.65839385986328 30.181724548339844, -85.65821075439453 30.181724548339844, -85.65821075439453 30.1817626953125, -85.65839385986328 30.1817626953125))","{""healthcare"":""doctor"",""type"":""multipolygon""}",relation
