addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:street,email,name,opening_hours,operator,phone,website,building,amenity,building:levels,building:material,craft,height,internet_access,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type,ref,landuse,building:flats
,,,,,,,,Lamar Middle School,,,,,school,,,,,,,,,,,,66082748001,1719510896,1,0,"POLYGON ((-93.39730834960938 35.436485290527344, -93.39727783203125 35.436431884765625, -93.39726257324219 35.4364128112793, -93.39725494384766 35.43639373779297, -93.39728546142578 35.43638229370117, -93.39723205566406 35.43630599975586, -93.39733123779297 35.436256408691406, -93.3974380493164 35.43621063232422, -93.39752960205078 35.436344146728516, -93.39754486083984 35.436363220214844, -93.39755249023438 35.436378479003906, -93.39768981933594 35.43658447265625, -93.39778137207031 35.43654251098633, -93.39784240722656 35.436622619628906, -93.39789581298828 35.436710357666016, -93.39781188964844 35.43674850463867, -93.39806365966797 35.43711471557617, -93.39785766601562 35.43721008300781, -93.3976058959961 35.43684768676758, -93.39752197265625 35.43688201904297, -93.39746856689453 35.43680953979492, -93.39740753173828 35.43671798706055, -93.39749145507812 35.436676025390625, -93.39734649658203 35.436466217041016, -93.39730834960938 35.436485290527344))","{""type"":""multipolygon""}",relation,,,
Alpena,,,214,,72611,Main Street West,,,,,,,yes,,,,,,,,,,,,73406080724,1730043645,1,0,"POLYGON ((-93.29475402832031 36.29414749145508, -93.29485321044922 36.294132232666016, -93.2948226928711 36.293968200683594, -93.29472351074219 36.29397964477539, -93.29475402832031 36.29414749145508))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Alpena,,,212,,72611,Main Street West,,,,,,,yes,,,,,,,,,,,,73424296881,1730043645,1,0,"POLYGON ((-93.29472351074219 36.29397964477539, -93.29463195800781 36.29399490356445, -93.29467010498047 36.294158935546875, -93.29475402832031 36.29414749145508, -93.29472351074219 36.29397964477539))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Alpena,,,107,,72611,South Center Street,,,,,,,yes,,,,,,,,,,,,73497161519,1730043645,1,0,"POLYGON ((-93.29238891601562 36.2941780090332, -93.29236602783203 36.29410171508789, -93.29219818115234 36.294124603271484, -93.2922134399414 36.2942008972168, -93.29238891601562 36.2941780090332))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Alpena,,,110,,72611,Main Street West,,,,,,,yes,,,,,,,,,,,,73442513039,1730043645,1,0,"POLYGON ((-93.29297637939453 36.29438018798828, -93.2930679321289 36.294368743896484, -93.29302978515625 36.2941780090332, -93.29293823242188 36.294189453125, -93.29297637939453 36.29438018798828))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,2925 North Old Missouri Road,2925,,72703,North Old Missouri Road,,Good Shepherd Lutheran Church,,,+1 479 521 2113,https://www.gslcfayetteville.org/,church,place_of_worship,,,,,,,,,,,4096186229,1540263013,3,0,"POLYGON ((-94.13426971435547 36.10415267944336, -94.1343002319336 36.10417175292969, -94.13421630859375 36.10469055175781, -94.1339111328125 36.10457992553711, -94.1339340209961 36.1044921875, -94.13397979736328 36.104496002197266, -94.13400268554688 36.104408264160156, -94.13397216796875 36.104400634765625, -94.13392639160156 36.104373931884766, -94.13389587402344 36.104408264160156, -94.13391876220703 36.10444259643555, -94.13388061523438 36.1044807434082, -94.13365936279297 36.10439682006836, -94.13381958007812 36.104244232177734, -94.13384246826172 36.10426330566406, -94.13397979736328 36.1041374206543, -94.13394165039062 36.1041145324707, -94.13411712646484 36.10394287109375, -94.1341552734375 36.10396957397461, -94.13418579101562 36.10394287109375, -94.13436126708984 36.10405731201172, -94.13426971435547 36.10415267944336), (-94.13410949707031 36.104244232177734, -94.13411712646484 36.1042366027832, -94.13408660888672 36.10421371459961, -94.13396453857422 36.10433578491211, -94.1340103149414 36.1043701171875, -94.1341323852539 36.10435485839844, -94.13414764404297 36.104270935058594, -94.13410949707031 36.104244232177734))","{""addr:state"":""AR"",""denomination"":""lutheran"",""religion"":""christian"",""service_times"":""Su 09:00,11:00"",""type"":""multipolygon""}",relation,,,
,,,,,,,,,,,,,school,,,,,,,,,,,,4138883767,1498095988,3,0,"POLYGON ((-94.13304138183594 36.106876373291016, -94.13304138183594 36.10689163208008, -94.13302612304688 36.10691452026367, -94.13301086425781 36.10692596435547, -94.13299560546875 36.10694122314453, -94.13297271728516 36.1069450378418, -94.13294982910156 36.10694885253906, -94.13291931152344 36.1069450378418, -94.13284301757812 36.1070442199707, -94.13282012939453 36.10704040527344, -94.13282012939453 36.107120513916016, -94.13282012939453 36.10713195800781, -94.13245391845703 36.10712814331055, -94.13245391845703 36.10711669921875, -94.13239288330078 36.10711669921875, -94.13239288330078 36.1071662902832, -94.13239288330078 36.107181549072266, -94.13214111328125 36.107177734375, -94.13214111328125 36.107173919677734, -94.13214111328125 36.107112884521484, -94.13206481933594 36.10710906982422, -94.13206481933594 36.10711669921875, -94.1319580078125 36.107112884521484, -94.1319580078125 36.10710144042969, -94.13196563720703 36.10702133178711, -94.13192749023438 36.10702133178711, -94.1319351196289 36.10700607299805, -94.1319351196289 36.1068229675293, -94.13204193115234 36.1068229675293, -94.13204193115234 36.106815338134766, -94.13204193115234 36.106788635253906, -94.13198852539062 36.106788635253906, -94.13198852539062 36.106773376464844, -94.13198852539062 36.106746673583984, -94.13198852539062 36.106746673583984, -94.1319580078125 36.106746673583984, -94.1319580078125 36.10673522949219, -94.1319580078125 36.106693267822266, -94.1319351196289 36.106693267822266, -94.13194274902344 36.10649108886719, -94.13197326660156 36.10649108886719, -94.1319808959961 36.10639953613281, -94.13215637207031 36.10640335083008, -94.13215637207031 36.10639953613281, -94.13216400146484 36.10635757446289, -94.13236999511719 36.106361389160156, -94.13239288330078 36.10630798339844, -94.1324234008789 36.10626983642578, -94.13245391845703 36.10624694824219, -94.13249969482422 36.10622024536133, -94.13248443603516 36.10621643066406, -94.13249206542969 36.106201171875, -94.1324691772461 36.10619354248047, -94.13243865966797 36.10618591308594, -94.1324462890625 36.10617446899414, -94.13248443603516 36.1061897277832, -94.13249206542969 36.10617446899414, -94.13249969482422 36.10617446899414, -94.13252258300781 36.10614776611328, -94.13246154785156 36.10612106323242, -94.1325912475586 36.10596466064453, -94.13285064697266 36.10609436035156, -94.13272094726562 36.10625076293945, -94.13267517089844 36.10622787475586, -94.13265228271484 36.10625457763672, -94.13267517089844 36.106266021728516, -94.13272094726562 36.106292724609375, -94.13276672363281 36.1063232421875, -94.13279724121094 36.106353759765625, -94.1328353881836 36.10638427734375, -94.13285827636719 36.106414794921875, -94.13300323486328 36.10641860961914, -94.13299560546875 36.106651306152344, -94.13299560546875 36.10667037963867, -94.13296508789062 36.10667037963867, -94.13296508789062 36.106773376464844, -94.13296508789062 36.106781005859375, -94.13297271728516 36.106781005859375, -94.13298797607422 36.106788635253906, -94.13301086425781 36.1068000793457, -94.13302612304688 36.106815338134766, -94.13304138183594 36.10683059692383, -94.13304138183594 36.10684585571289, -94.13304138183594 36.10686111450195, -94.13304138183594 36.106876373291016), (-94.13261413574219 36.10688018798828, -94.13260650634766 36.10696792602539, -94.13260650634766 36.106990814208984, -94.1326675415039 36.106990814208984, -94.1326675415039 36.10697937011719, -94.13267517089844 36.10688018798828, -94.13261413574219 36.10688018798828), (-94.13265991210938 36.106536865234375, -94.13265228271484 36.106544494628906, -94.13261413574219 36.10655212402344, -94.13261413574219 36.10664749145508, -94.13261413574219 36.10665512084961, -94.13267517089844 36.106658935546875, -94.13267517089844 36.10664749145508, -94.13268280029297 36.106529235839844, -94.13265991210938 36.106536865234375), (-94.13250732421875 36.1067008972168, -94.13250732421875 36.106834411621094, -94.13272094726562 36.106834411621094, -94.13272094726562 36.10682678222656, -94.13272094726562 36.10670852661133, -94.13250732421875 36.1067008972168), (-94.13280487060547 36.10637664794922, -94.13275146484375 36.10633850097656, -94.1327133178711 36.10630416870117, -94.13267517089844 36.10628128051758, -94.13263702392578 36.106258392333984, -94.1325912475586 36.10623550415039, -94.13258361816406 36.10624694824219, -94.13255310058594 36.10623550415039, -94.13253021240234 36.106231689453125, -94.13248443603516 36.106258392333984, -94.13245391845703 36.10627746582031, -94.13243103027344 36.10630416870117, -94.13241577148438 36.10631561279297, -94.13240814208984 36.10634231567383, -94.13240051269531 36.106407165527344, -94.13258361816406 36.10641098022461, -94.13258361816406 36.10643005371094, -94.1326904296875 36.10642623901367, -94.1326904296875 36.106414794921875, -94.1326904296875 36.10641098022461, -94.1328353881836 36.106414794921875, -94.13280487060547 36.10637664794922))","{""type"":""multipolygon"",""wheelchair"":""yes""}",relation,,,
,,,,,,,,,,,,,yes,,,,,,,,,,,,4131754609,1490840786,1,0,"POLYGON ((-94.14410400390625 36.116455078125, -94.14390563964844 36.116451263427734, -94.14390563964844 36.1164665222168, -94.14378356933594 36.11646270751953, -94.14378356933594 36.11644744873047, -94.14360809326172 36.1164436340332, -94.14360809326172 36.1163215637207, -94.14352416992188 36.1163215637207, -94.14351654052734 36.11634826660156, -94.14334106445312 36.11634063720703, -94.14332580566406 36.11655807495117, -94.14315795898438 36.11655044555664, -94.14315032958984 36.11659240722656, -94.14312744140625 36.1165885925293, -94.14312744140625 36.116600036621094, -94.14300537109375 36.11659622192383, -94.14300537109375 36.1165885925293, -94.14298248291016 36.11658477783203, -94.14298248291016 36.11654281616211, -94.142822265625 36.116539001464844, -94.14283752441406 36.116241455078125, -94.14303588867188 36.116249084472656, -94.14303588867188 36.11623764038086, -94.14314270019531 36.11623764038086, -94.14314270019531 36.11625289916992, -94.14334106445312 36.11626052856445, -94.14334106445312 36.11626434326172, -94.14337921142578 36.11626434326172, -94.14338684082031 36.11612319946289, -94.14350128173828 36.116127014160156, -94.14349365234375 36.116207122802734, -94.14352416992188 36.116207122802734, -94.14351654052734 36.11629867553711, -94.14361572265625 36.11629867553711, -94.14362335205078 36.11612319946289, -94.14411926269531 36.11613845825195, -94.14410400390625 36.116455078125), (-94.14334106445312 36.11628341674805, -94.14334106445312 36.11631774902344, -94.14337158203125 36.1163215637207, -94.14337921142578 36.11628341674805, -94.14334106445312 36.11628341674805))","{""type"":""multipolygon""}",relation,,,
Fayetteville,US,3919 North Crossover Road,3919,,72703,North Crossover Road,,,,,,,detached,,,,,,,,,,,,4146026776,1491615636,1,0,"POLYGON ((-94.12196350097656 36.12207794189453, -94.12178039550781 36.122074127197266, -94.12178802490234 36.12188720703125, -94.12175750732422 36.12188720703125, -94.12175750732422 36.121856689453125, -94.12175750732422 36.12183380126953, -94.12173461914062 36.12183380126953, -94.12174224853516 36.121734619140625, -94.1217041015625 36.121734619140625, -94.1217041015625 36.121681213378906, -94.1219711303711 36.12168502807617, -94.12196350097656 36.12176513671875, -94.12187194824219 36.12176513671875, -94.12187194824219 36.1218376159668, -94.1218490600586 36.12183380126953, -94.1218490600586 36.12188720703125, -94.12196350097656 36.12188720703125, -94.12195587158203 36.12192916870117, -94.1219711303711 36.12192916870117, -94.12196350097656 36.12207794189453), (-94.121826171875 36.12188720703125, -94.121826171875 36.121925354003906, -94.12183380126953 36.121925354003906, -94.12183380126953 36.12188720703125, -94.121826171875 36.12188720703125))","{""addr:state"":""AR"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,4253 North Crossover Road,4253,,72703,North Crossover Road,,Vantage Point of Northwest Arkansas,,,+1 866 387 7814,https://www.vantagepointnwa.com/,commercial,hospital,,,,,,,,,,,4153169786,1713846187,4,0,"POLYGON ((-94.12118530273438 36.12887954711914, -94.12114715576172 36.128910064697266, -94.12093353271484 36.128910064697266, -94.12093353271484 36.12898635864258, -94.1209487915039 36.12898635864258, -94.1209487915039 36.12907028198242, -94.12092590332031 36.12907028198242, -94.12092590332031 36.129150390625, -94.1204833984375 36.129146575927734, -94.1204833984375 36.128761291503906, -94.12093353271484 36.12876510620117, -94.12093353271484 36.128753662109375, -94.12080383300781 36.128719329833984, -94.12053680419922 36.12871170043945, -94.12053680419922 36.128684997558594, -94.1205062866211 36.128639221191406, -94.12053680419922 36.12803268432617, -94.12051391601562 36.12799072265625, -94.12052154541016 36.127803802490234, -94.12049865722656 36.127784729003906, -94.1205062866211 36.1276969909668, -94.12047576904297 36.1276969909668, -94.1204833984375 36.12747573852539, -94.12040710449219 36.12747573852539, -94.12039947509766 36.12776565551758, -94.12037658691406 36.12776565551758, -94.12036895751953 36.12849044799805, -94.12017059326172 36.128482818603516, -94.12017059326172 36.12831115722656, -94.11988067626953 36.1283073425293, -94.119873046875 36.12848663330078, -94.11968231201172 36.128482818603516, -94.11968231201172 36.12830352783203, -94.11946105957031 36.12830352783203, -94.11946868896484 36.12813949584961, -94.11969757080078 36.12814712524414, -94.11970520019531 36.127952575683594, -94.11956024169922 36.127952575683594, -94.11956024169922 36.127845764160156, -94.11949157714844 36.127845764160156, -94.11949157714844 36.12776565551758, -94.11956024169922 36.12776565551758, -94.11971282958984 36.12764358520508, -94.11976623535156 36.12764358520508, -94.11976623535156 36.1275749206543, -94.119873046875 36.1275749206543, -94.11986541748047 36.127647399902344, -94.11994171142578 36.127647399902344, -94.11994171142578 36.12774658203125, -94.11994934082031 36.12774658203125, -94.11995697021484 36.127445220947266, -94.12051391601562 36.1274528503418, -94.1205062866211 36.12767791748047, -94.12052154541016 36.12767791748047, -94.12052154541016 36.127601623535156, -94.1207046508789 36.12760925292969, -94.1207046508789 36.12755584716797, -94.12078094482422 36.12755584716797, -94.12078094482422 36.12754440307617, -94.12084197998047 36.12754440307617, -94.12083435058594 36.127559661865234, -94.12100982666016 36.1275634765625, -94.12100982666016 36.127662658691406, -94.12093353271484 36.127662658691406, -94.12093353271484 36.12775802612305, -94.12100219726562 36.12775802612305, -94.12100219726562 36.127803802490234, -94.12089538574219 36.127803802490234, -94.12089538574219 36.12782287597656, -94.12105560302734 36.12782287597656, -94.12105560302734 36.12798309326172, -94.12088775634766 36.12798309326172, -94.12088775634766 36.128116607666016, -94.12068939208984 36.128116607666016, -94.12068939208984 36.12797546386719, -94.12053680419922 36.12797546386719, -94.12053680419922 36.12799072265625, -94.12055969238281 36.12803649902344, -94.12053680419922 36.128639221191406, -94.12055969238281 36.12868881225586, -94.12080383300781 36.12869644165039, -94.12080383300781 36.128700256347656, -94.12095642089844 36.12874221801758, -94.12095642089844 36.12876510620117, -94.12118530273438 36.12876892089844, -94.12118530273438 36.12887954711914), (-94.12054443359375 36.127784729003906, -94.12054443359375 36.127811431884766, -94.12066650390625 36.12781524658203, -94.12066650390625 36.12778854370117, -94.12054443359375 36.127784729003906), (-94.12006378173828 36.12790298461914, -94.12003326416016 36.1279296875, -94.12007141113281 36.127960205078125, -94.11994171142578 36.1280632019043, -94.11990356445312 36.12803268432617, -94.119873046875 36.128055572509766, -94.11986541748047 36.12814712524414, -94.12017059326172 36.128150939941406, -94.12017822265625 36.12790298461914, -94.12006378173828 36.12790298461914), (-94.11997985839844 36.127464294433594, -94.1199722290039 36.12774658203125, -94.1200942993164 36.12774658203125, -94.1200942993164 36.12776565551758, -94.12015533447266 36.12776565551758, -94.12016296386719 36.127464294433594, -94.11997985839844 36.127464294433594))","{""addr:state"":""AR"",""emergency"":""no"",""gnis:feature_id"":""2092905"",""old_name"":""Vista Health"",""specialty"":""psychiatry"",""type"":""multipolygon""}",relation,,,
Fayetteville,US,4461 North Crossover Road,4461,,72703,North Crossover Road,,Morningside of Fayetteville,,Five Star Senior Living,+1 479 443 1908,https://www.fivestarseniorliving.com/communities/ar/fayetteville/morningside-of-fayetteville,residential,social_facility,,,,,,,,,,,4160326670,1492135796,2,0,"POLYGON ((-94.11920166015625 36.13136291503906, -94.11920166015625 36.13136291503906, -94.11913299560547 36.13136291503906, -94.11912536621094 36.1313591003418, -94.11910247802734 36.1313591003418, -94.11911010742188 36.1314811706543, -94.11911010742188 36.1314811706543, -94.11911010742188 36.13154220581055, -94.11911010742188 36.13154220581055, -94.11911010742188 36.13156509399414, -94.11915588378906 36.13156509399414, -94.11920928955078 36.13164520263672, -94.11915588378906 36.13172912597656, -94.11910247802734 36.13172912597656, -94.11910247802734 36.13175582885742, -94.11911010742188 36.13175582885742, -94.11911010742188 36.13181686401367, -94.11910247802734 36.13181686401367, -94.11911010742188 36.131988525390625, -94.11912536621094 36.131988525390625, -94.11912536621094 36.13198471069336, -94.11920166015625 36.13198471069336, -94.11920166015625 36.131988525390625, -94.11929321289062 36.131988525390625, -94.11930084228516 36.1320915222168, -94.11929321289062 36.1320915222168, -94.11929321289062 36.13216781616211, -94.11915588378906 36.132171630859375, -94.11915588378906 36.13215637207031, -94.11906433105469 36.13215637207031, -94.11906433105469 36.13216018676758, -94.1189956665039 36.13216018676758, -94.1189956665039 36.13215637207031, -94.11878204345703 36.13215637207031, -94.11878204345703 36.13216018676758, -94.11871337890625 36.13216018676758, -94.11871337890625 36.13215637207031, -94.11862182617188 36.13215637207031, -94.11862182617188 36.13216018676758, -94.11854553222656 36.13216018676758, -94.11854553222656 36.13215637207031, -94.11845397949219 36.13215637207031, -94.11844635009766 36.132144927978516, -94.11844635009766 36.13214111328125, -94.11844635009766 36.1320915222168, -94.11844635009766 36.13208770751953, -94.11844635009766 36.132057189941406, -94.11844635009766 36.13205337524414, -94.11844635009766 36.13200759887695, -94.11845397949219 36.13199996948242, -94.11844635009766 36.13192367553711, -94.11844635009766 36.13192367553711, -94.11844635009766 36.131866455078125, -94.11845397949219 36.131866455078125, -94.11844635009766 36.13179016113281, -94.11844635009766 36.13179016113281, -94.11844635009766 36.13173294067383, -94.11845397949219 36.13173294067383, -94.11845397949219 36.1317138671875, -94.11847686767578 36.1317138671875, -94.11847686767578 36.13168716430664, -94.11830139160156 36.13168716430664, -94.11830139160156 36.13160705566406, -94.11847686767578 36.1316032409668, -94.11847686767578 36.1315803527832, -94.11845397949219 36.1315803527832, -94.11844635009766 36.131492614746094, -94.11844635009766 36.131492614746094, -94.11844635009766 36.131439208984375, -94.11844635009766 36.131439208984375, -94.11844635009766 36.131351470947266, -94.11844635009766 36.13134765625, -94.11844635009766 36.13129806518555, -94.11845397949219 36.13129425048828, -94.11845397949219 36.131263732910156, -94.11844635009766 36.131256103515625, -94.11843872070312 36.13121032714844, -94.11844635009766 36.13120651245117, -94.11844635009766 36.13119125366211, -94.11857604980469 36.13119125366211, -94.11857604980469 36.131187438964844, -94.11864471435547 36.131187438964844, -94.11864471435547 36.131195068359375, -94.11876678466797 36.13119125366211, -94.11876678466797 36.131187438964844, -94.11883544921875 36.131187438964844, -94.11883544921875 36.131195068359375, -94.1189956665039 36.13119125366211, -94.1189956665039 36.131187438964844, -94.11905670166016 36.131187438964844, -94.11905670166016 36.131195068359375, -94.11915588378906 36.13119125366211, -94.11915588378906 36.13117980957031, -94.1192855834961 36.13117980957031, -94.11929321289062 36.13125991821289, -94.11929321289062 36.13125991821289, -94.11930084228516 36.1313591003418, -94.11920166015625 36.13136291503906), (-94.118896484375 36.1313591003418, -94.11875915527344 36.1313591003418, -94.11875915527344 36.13136291503906, -94.11868286132812 36.13136291503906, -94.11868286132812 36.1313591003418, -94.11864471435547 36.1313591003418, -94.11864471435547 36.131431579589844, -94.11865234375 36.131431579589844, -94.11865234375 36.131492614746094, -94.11864471435547 36.131492614746094, -94.11864471435547 36.13156509399414, -94.11869812011719 36.13156509399414, -94.11869812011719 36.13157272338867, -94.11882781982422 36.13157272338867, -94.11882781982422 36.13156509399414, -94.118896484375 36.13156509399414, -94.118896484375 36.1314697265625, -94.118896484375 36.1314697265625, -94.118896484375 36.131412506103516, -94.118896484375 36.131412506103516, -94.118896484375 36.1313591003418), (-94.118896484375 36.13188171386719, -94.118896484375 36.13188171386719, -94.118896484375 36.1318244934082, -94.118896484375 36.1318244934082, -94.118896484375 36.13172912597656, -94.11882019042969 36.13172912597656, -94.11882019042969 36.131736755371094, -94.1187973022461 36.13175582885742, -94.11870574951172 36.13175582885742, -94.11868286132812 36.131736755371094, -94.11868286132812 36.13172912597656, -94.11864471435547 36.13172912597656, -94.11864471435547 36.13174819946289, -94.11865234375 36.13174819946289, -94.11865234375 36.13180923461914, -94.11864471435547 36.13180923461914, -94.11864471435547 36.131858825683594, -94.11865234375 36.131858825683594, -94.11865234375 36.13191604614258, -94.11864471435547 36.13191604614258, -94.11864471435547 36.131988525390625, -94.11869812011719 36.131988525390625, -94.11869812011719 36.13198471069336, -94.11876678466797 36.13198471069336, -94.11876678466797 36.131988525390625, -94.118896484375 36.131988525390625, -94.118896484375 36.13188171386719))","{""addr:state"":""AR"",""social_facility"":""assisted_living"",""social_facility:for"":""senior"",""type"":""multipolygon""}",relation,,,
Springdale,,,4700,,72764,Tyler Place,,,,,,,detached,,,,,,,,,,,,11306247166,1570304575,1,0,"POLYGON ((-94.12936401367188 36.1429557800293, -94.12936401367188 36.14287567138672, -94.12937927246094 36.14287567138672, -94.12938690185547 36.142860412597656, -94.12933349609375 36.142860412597656, -94.12933349609375 36.14278793334961, -94.12955474853516 36.142791748046875, -94.12955474853516 36.14279556274414, -94.12958526611328 36.142799377441406, -94.12958526611328 36.142826080322266, -94.12955474853516 36.142826080322266, -94.12955474853516 36.142906188964844, -94.12955474853516 36.142906188964844, -94.12955474853516 36.14296340942383, -94.12936401367188 36.1429557800293), (-94.12944030761719 36.14283752441406, -94.1294174194336 36.14283752441406, -94.1294174194336 36.142860412597656, -94.12940979003906 36.142860412597656, -94.12940979003906 36.14287567138672, -94.12942504882812 36.14287567138672, -94.12942504882812 36.142887115478516, -94.12944030761719 36.142887115478516, -94.12944030761719 36.14283752441406))","{""type"":""multipolygon""}",relation,,,
Springdale,,,1393,,72764,Walnut Grove Road,,,,,,,commercial,,,,,,,,,,,,11550757113,1572830917,1,0,"POLYGON ((-94.11632537841797 36.152095794677734, -94.11632537841797 36.15208435058594, -94.11630249023438 36.15208435058594, -94.11630249023438 36.15201187133789, -94.11632537841797 36.15201187133789, -94.11632537841797 36.15199279785156, -94.11634826660156 36.15199279785156, -94.11634826660156 36.15198516845703, -94.11630249023438 36.15198516845703, -94.11630249023438 36.1519775390625, -94.11625671386719 36.1519775390625, -94.11625671386719 36.15194320678711, -94.11615753173828 36.15194320678711, -94.11615753173828 36.15193176269531, -94.11614227294922 36.15193176269531, -94.11614227294922 36.15194320678711, -94.11605072021484 36.151939392089844, -94.11605072021484 36.15194320678711, -94.1159439086914 36.15194320678711, -94.1159439086914 36.151939392089844, -94.11585235595703 36.15193557739258, -94.11585998535156 36.15177536010742, -94.11595153808594 36.15177536010742, -94.11595153808594 36.151771545410156, -94.11605834960938 36.15177536010742, -94.11605834960938 36.15177917480469, -94.11619567871094 36.15178298950195, -94.11609649658203 36.151695251464844, -94.11610412597656 36.15168762207031, -94.11605834960938 36.151649475097656, -94.11605834960938 36.15165328979492, -94.11598205566406 36.15158462524414, -94.11598205566406 36.151580810546875, -94.11592102050781 36.15153121948242, -94.11605072021484 36.15143585205078, -94.1161117553711 36.1514892578125, -94.1161117553711 36.151485443115234, -94.1161880493164 36.15155029296875, -94.1161880493164 36.151554107666016, -94.1162338256836 36.15159225463867, -94.11624145507812 36.15158462524414, -94.11631774902344 36.151649475097656, -94.11632537841797 36.1513671875, -94.11648559570312 36.151371002197266, -94.11648559570312 36.15138626098633, -94.11670684814453 36.15139389038086, -94.1167221069336 36.15140914916992, -94.11683654785156 36.151329040527344, -94.1169204711914 36.151405334472656, -94.116943359375 36.151390075683594, -94.1169662475586 36.151405334472656, -94.116943359375 36.15142059326172, -94.11699676513672 36.15147399902344, -94.11686706542969 36.151573181152344, -94.11685943603516 36.15156555175781, -94.11681365966797 36.15160369873047, -94.1168212890625 36.151607513427734, -94.11673736572266 36.151668548583984, -94.11672973632812 36.15166473388672, -94.11668395996094 36.15169906616211, -94.11669158935547 36.151710510253906, -94.11658477783203 36.151790618896484, -94.1167221069336 36.15179443359375, -94.1167221069336 36.151790618896484, -94.11682891845703 36.15179443359375, -94.11682891845703 36.151798248291016, -94.1169204711914 36.15180206298828, -94.11691284179688 36.15196228027344, -94.1168212890625 36.15195846557617, -94.1168212890625 36.15196228027344, -94.11671447753906 36.15196228027344, -94.11671447753906 36.151954650878906, -94.11663055419922 36.151954650878906, -94.11663055419922 36.15194320678711, -94.11660766601562 36.15194320678711, -94.11660766601562 36.151954650878906, -94.11651611328125 36.15195083618164, -94.11651611328125 36.15198516845703, -94.11646270751953 36.151981353759766, -94.11646270751953 36.1519889831543, -94.11641693115234 36.1519889831543, -94.11641693115234 36.15199661254883, -94.11643981933594 36.15199661254883, -94.11643981933594 36.152015686035156, -94.11646270751953 36.152015686035156, -94.11646270751953 36.1520881652832, -94.11643981933594 36.15208435058594, -94.11643981933594 36.152099609375, -94.11632537841797 36.152095794677734), (-94.11648559570312 36.151424407958984, -94.11650085449219 36.151424407958984, -94.11650085449219 36.151405334472656, -94.11669158935547 36.15141296386719, -94.11670684814453 36.151424407958984, -94.11669921875 36.15142822265625, -94.11673736572266 36.151466369628906, -94.11660766601562 36.15155792236328, -94.11661529541016 36.15156173706055, -94.11656188964844 36.1515998840332, -94.1165542602539 36.15159225463867, -94.1164779663086 36.151649475097656, -94.11648559570312 36.151424407958984))","{""type"":""multipolygon""}",relation,,,
,,,3445,,,South Old Missouri Road,,The Boardwalk - Food Truck Court,,,,https://www.facebook.com/share/18jSRHUCSR/,yes,fast_food,,,,,,,,,,,45074199725,1744089863,2,0,"POLYGON ((-94.11797332763672 36.15407943725586, -94.11798095703125 36.154014587402344, -94.11793518066406 36.15401077270508, -94.11792755126953 36.15407943725586, -94.11797332763672 36.15407943725586))","{""check_date"":""2025-04-08"",""type"":""multipolygon""}",relation,,,
