addr:city,addr:country,addr:full,addr:housenumber,addr:housename,addr:postcode,addr:place,addr:street,email,name,opening_hours,operator,phone,ref,url,website,building,amenity,building:flats,building:levels,building:material,building:use,craft,height,internet_access,landuse,office,shop,source,start_date,wikipedia,id,timestamp,version,changeset,geometry,tags,osm_type
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,17028355873,1676314045,1,0,"POLYGON ((-77.83236694335938 34.23191452026367, -77.83238220214844 34.23261642456055, -77.8342056274414 34.232582092285156, -77.83424377441406 34.2325439453125, -77.83424377441406 34.232421875, -77.83419799804688 34.23238754272461, -77.83354949951172 34.23240280151367, -77.83354187011719 34.2323112487793, -77.83367919921875 34.23230743408203, -77.83367919921875 34.23223876953125, -77.83377838134766 34.23223876953125, -77.83381652832031 34.23223876953125, -77.83381652832031 34.23213195800781, -77.8337631225586 34.23212814331055, -77.83367919921875 34.23212814331055, -77.83367919921875 34.23207092285156, -77.83353424072266 34.23207092285156, -77.83353424072266 34.231990814208984, -77.83397674560547 34.231624603271484, -77.83405303955078 34.2316780090332, -77.8340835571289 34.231658935546875, -77.83414459228516 34.23170471191406, -77.83436584472656 34.23150634765625, -77.83431243896484 34.23146438598633, -77.83438110351562 34.231407165527344, -77.83433532714844 34.23136520385742, -77.83426666259766 34.23141860961914, -77.83403015136719 34.23124313354492, -77.83385467529297 34.231407165527344, -77.83378601074219 34.231361389160156, -77.83370971679688 34.23143768310547, -77.83378601074219 34.23149871826172, -77.83358764648438 34.23167419433594, -77.83353424072266 34.231719970703125, -77.83343505859375 34.231807708740234, -77.83341217041016 34.231788635253906, -77.83334350585938 34.231849670410156, -77.8333740234375 34.23186492919922, -77.83335876464844 34.23188400268555, -77.83236694335938 34.23191452026367), (-77.83331298828125 34.23238754272461, -77.83331298828125 34.232269287109375, -77.83319091796875 34.23227310180664, -77.83318328857422 34.232086181640625, -77.83257293701172 34.232093811035156, -77.83258056640625 34.23244094848633, -77.8332290649414 34.2324333190918, -77.8332290649414 34.23238754272461, -77.83331298828125 34.23238754272461))","{""type"":""multipolygon""}",relation
,,,,,,,,,Windermere Presbyterian Church,,,,,,,yes,place_of_worship,,,,,,,,,,,,,,51732379228,1723377326,2,0,"POLYGON ((-77.8495864868164 34.238433837890625, -77.8497543334961 34.238616943359375, -77.84972381591797 34.2386360168457, -77.8497085571289 34.23862075805664, -77.84957885742188 34.23870086669922, -77.84962463378906 34.23875045776367, -77.84950256347656 34.238826751708984, -77.84949493408203 34.23881530761719, -77.84916687011719 34.239017486572266, -77.84910583496094 34.23895263671875, -77.84904479980469 34.23899459838867, -77.84895324707031 34.23889923095703, -77.8490219116211 34.23885726928711, -77.84895324707031 34.2387809753418, -77.84928131103516 34.23857879638672, -77.8492660522461 34.23855972290039, -77.84938049316406 34.23848342895508, -77.84944152832031 34.23855209350586, -77.84957122802734 34.23847198486328, -77.84955596923828 34.23845291137695, -77.8495864868164 34.238433837890625), (-77.84929656982422 34.23884963989258, -77.84919738769531 34.23874282836914, -77.8493423461914 34.23865509033203, -77.84944152832031 34.23876190185547, -77.84929656982422 34.23884963989258))","{""ele"":""10"",""gnis:feature_id"":""2506317"",""religion"":""christian"",""service_times"":""Su 10:00"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,59411641032,1712729221,1,0,"POLYGON ((-77.82576751708984 34.238807678222656, -77.82511138916016 34.23875045776367, -77.82511901855469 34.23872756958008, -77.82500457763672 34.23871994018555, -77.82499694824219 34.2387809753418, -77.82495880126953 34.23877716064453, -77.824951171875 34.23882293701172, -77.82501220703125 34.23883056640625, -77.82498168945312 34.239070892333984, -77.824951171875 34.23906707763672, -77.82494354248047 34.23916244506836, -77.82495880126953 34.239166259765625, -77.8249282836914 34.239418029785156, -77.82484436035156 34.239410400390625, -77.8248291015625 34.23951721191406, -77.82499694824219 34.239532470703125, -77.82499694824219 34.23951721191406, -77.82553100585938 34.23956298828125, -77.82553100585938 34.239593505859375, -77.82563018798828 34.239601135253906, -77.82563018798828 34.239566802978516, -77.82565307617188 34.23957061767578, -77.8256607055664 34.23949432373047, -77.82565307617188 34.23949432373047, -77.82572937011719 34.23890686035156, -77.82575225830078 34.23891067504883, -77.82576751708984 34.238807678222656), (-77.825439453125 34.239356994628906, -77.82548522949219 34.238983154296875, -77.82521057128906 34.23896026611328, -77.82516479492188 34.23933410644531, -77.825439453125 34.239356994628906))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,41923899360,1610223939,1,0,"POLYGON ((-77.8243179321289 34.248931884765625, -77.82402038574219 34.24854278564453, -77.82322692871094 34.248966217041016, -77.82352447509766 34.24934387207031, -77.8243179321289 34.248931884765625), (-77.823974609375 34.24888610839844, -77.82398986816406 34.248836517333984, -77.823974609375 34.24882125854492, -77.82392120361328 34.24881362915039, -77.82357025146484 34.249000549316406, -77.82355499267578 34.249046325683594, -77.82357025146484 34.24906539916992, -77.82362365722656 34.24907302856445, -77.823974609375 34.24888610839844))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,41936059164,1610223939,1,0,"POLYGON ((-77.8248519897461 34.24960708618164, -77.8245620727539 34.249229431152344, -77.82376861572266 34.2496452331543, -77.8240737915039 34.250030517578125, -77.8248519897461 34.24960708618164), (-77.82451629638672 34.249568939208984, -77.82453155517578 34.2495231628418, -77.82451629638672 34.249507904052734, -77.824462890625 34.24949645996094, -77.8241195678711 34.24968338012695, -77.82410430908203 34.24972915649414, -77.82411193847656 34.24974822998047, -77.82417297363281 34.249759674072266, -77.82451629638672 34.249568939208984))","{""type"":""multipolygon""}",relation
Wilmington,,,6921,,28411,,Market Street,,Marine Warehouse Center,Mo-Fr 08:00-17:30;Sa 09:00-13:00,,+1 910 799 1277,,,https://www.marinewarehousecenter.com/,yes,,,,,,,,,,,boat,Mapbox satellite;survey,,,5722805631,1550481774,2,0,"MULTIPOLYGON (((-77.8291244506836 34.263572692871094, -77.82881164550781 34.263397216796875, -77.82880401611328 34.26340866088867, -77.8287582397461 34.26337814331055, -77.82884979248047 34.263275146484375, -77.8292007446289 34.26348114013672, -77.8291244506836 34.263572692871094)), ((-77.82978820800781 34.26410675048828, -77.8294448852539 34.2639045715332, -77.82952117919922 34.26380920410156, -77.82987213134766 34.26401138305664, -77.82978820800781 34.26410675048828)))","{""addr:state"":""NC"",""fax"":""+1 910 799 1279"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,15307596790,1673549662,1,0,"POLYGON ((-77.83451843261719 34.265926361083984, -77.83423614501953 34.26594161987305, -77.83423614501953 34.26597595214844, -77.83394622802734 34.265995025634766, -77.8339614868164 34.26613235473633, -77.83385467529297 34.26613998413086, -77.8338394165039 34.26594543457031, -77.83355712890625 34.265960693359375, -77.83358001708984 34.26616668701172, -77.8336410522461 34.26616287231445, -77.83365631103516 34.26626205444336, -77.83358764648438 34.26626205444336, -77.8336181640625 34.266578674316406, -77.8337631225586 34.266571044921875, -77.83377075195312 34.26664733886719, -77.83386993408203 34.266639709472656, -77.83387756347656 34.266761779785156, -77.83425903320312 34.26673889160156, -77.8342514038086 34.266685485839844, -77.8343734741211 34.26667785644531, -77.8343734741211 34.26673126220703, -77.83463287353516 34.26671600341797, -77.83460998535156 34.266483306884766, -77.83435821533203 34.26649856567383, -77.8343505859375 34.26640701293945, -77.83451843261719 34.26639938354492, -77.83450317382812 34.26615905761719, -77.83453369140625 34.26615905761719, -77.83451843261719 34.265926361083984), (-77.83422088623047 34.26650619506836, -77.83419799804688 34.266353607177734, -77.83406066894531 34.266361236572266, -77.83405303955078 34.2662467956543, -77.8338623046875 34.26626205444336, -77.8338851928711 34.26652908325195, -77.83422088623047 34.26650619506836))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,Mapbox Satellite;survey,,,5034458221,1645639272,2,0,"POLYGON ((-77.85541534423828 34.29572296142578, -77.85546112060547 34.29574203491211, -77.8554458618164 34.295772552490234, -77.85543060302734 34.295799255371094, -77.85535430908203 34.29576873779297, -77.85536193847656 34.29575729370117, -77.85539245605469 34.295711517333984, -77.85541534423828 34.29572296142578))","{""layer"":""1"",""type"":""multipolygon""}",relation
Wilmington,,,8203,,28411,,Market Street,,Valvoline Instant Oil Change,Mo-Fr 08:00-18:00; Sa 08:00-17:00,Tristan Cook,+! 910 681 0244,,,https://store.vioc.com/nc/wilmington/oil-change-bd0004.html,yes,,,,,,,,,,,car_repair,Mapbox Satellite;survey,,,5129136593,1713541578,6,0,"MULTIPOLYGON (((-77.79278564453125 34.29800796508789, -77.7927017211914 34.29793930053711, -77.79283905029297 34.29781723022461, -77.79296112060547 34.297916412353516, -77.79293060302734 34.29794692993164, -77.79289245605469 34.297916412353516, -77.79278564453125 34.29800796508789)), ((-77.79297637939453 34.29786682128906, -77.79287719726562 34.297794342041016, -77.79298400878906 34.29770278930664, -77.79307556152344 34.29777526855469, -77.79297637939453 34.29786682128906)))","{""addr:state"":""NC"",""brand"":""Valvoline"",""brand:wikidata"":""Q7912852"",""official_name"":""Valvoline Instant Oil Change"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,university,,,,,,,,,,,,,,,55027273505,1626778377,1,0,"POLYGON ((-77.87797546386719 34.22459411621094, -77.87812805175781 34.22437286376953, -77.87784576416016 34.22422790527344, -77.87785339355469 34.22421646118164, -77.87737274169922 34.22397994995117, -77.877197265625 34.2242317199707, -77.87747192382812 34.22435760498047, -77.87744140625 34.22441101074219, -77.87723541259766 34.22431564331055, -77.87722778320312 34.22433090209961, -77.87711334228516 34.22427749633789, -77.87711334228516 34.22426223754883, -77.8770980834961 34.22425842285156, -77.87708282470703 34.22426223754883, -77.87689208984375 34.22455596923828, -77.87702178955078 34.22461700439453, -77.87701416015625 34.224639892578125, -77.87730407714844 34.22477340698242, -77.87735748291016 34.22480392456055, -77.87736511230469 34.224788665771484, -77.87743377685547 34.224815368652344, -77.87743377685547 34.224822998046875, -77.87748718261719 34.22475051879883, -77.8774185180664 34.22471618652344, -77.87743377685547 34.224700927734375, -77.87750244140625 34.22473907470703, -77.87759399414062 34.2246208190918, -77.87757873535156 34.22461700439453, -77.87763977050781 34.22453308105469, -77.87760925292969 34.224517822265625, -77.87760162353516 34.22450637817383, -77.87760162353516 34.22450256347656, -77.87759399414062 34.2244987487793, -77.87757873535156 34.22449493408203, -77.8775863647461 34.224483489990234, -77.87755584716797 34.22446823120117, -77.87752532958984 34.22445297241211, -77.8775634765625 34.224403381347656, -77.87763977050781 34.22444534301758, -77.87771606445312 34.22447967529297, -77.877685546875 34.22452926635742, -77.87787628173828 34.2246208190918, -77.8779067993164 34.224578857421875, -77.87797546386719 34.22459411621094))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,4577619463,1524164923,1,0,"POLYGON ((-77.93559265136719 34.229766845703125, -77.9355697631836 34.22977066040039, -77.93562316894531 34.23020935058594, -77.9356689453125 34.23020553588867, -77.93568420410156 34.23021697998047, -77.93569946289062 34.23023986816406, -77.93571472167969 34.23026657104492, -77.93572235107422 34.23030090332031, -77.93571472167969 34.230323791503906, -77.93571472167969 34.2303466796875, -77.93570709228516 34.230369567871094, -77.9356918334961 34.23038864135742, -77.93565368652344 34.23039245605469, -77.93565368652344 34.23042297363281, -77.93569946289062 34.23041915893555, -77.93572998046875 34.2307014465332, -77.93562316894531 34.230709075927734, -77.93562316894531 34.230743408203125, -77.93570709228516 34.230735778808594, -77.935791015625 34.23139572143555, -77.93557739257812 34.231414794921875, -77.93550109863281 34.23074722290039, -77.93551635742188 34.23074722290039, -77.93551635742188 34.23072052001953, -77.93539428710938 34.23073196411133, -77.93539428710938 34.230743408203125, -77.93534088134766 34.23074722290039, -77.93537902832031 34.231109619140625, -77.93539428710938 34.23110580444336, -77.93544006347656 34.23151397705078, -77.93501281738281 34.231544494628906, -77.93497467041016 34.231204986572266, -77.93495178222656 34.231204986572266, -77.93494415283203 34.23108673095703, -77.93499755859375 34.231082916259766, -77.93496704101562 34.23081588745117, -77.9351577758789 34.23080062866211, -77.93515014648438 34.23073196411133, -77.9349365234375 34.230751037597656, -77.9349136352539 34.2305908203125, -77.93531799316406 34.23055648803711, -77.93534088134766 34.230716705322266, -77.93538665771484 34.230712890625, -77.93534851074219 34.23041534423828, -77.93531799316406 34.23041915893555, -77.93529510498047 34.23023223876953, -77.93534088134766 34.230228424072266, -77.93528747558594 34.229793548583984, -77.93526458740234 34.22979736328125, -77.93524932861328 34.229713439941406, -77.93558502197266 34.22968292236328, -77.93559265136719 34.229766845703125))","{""type"":""multipolygon""}",relation
Wilmington,,,201,,28401,,Market Street,,First Bank,,,,,,,yes,bank,,,,,,,,,,,,,,38015604090,1705374302,5,0,"POLYGON ((-77.94735717773438 34.23590850830078, -77.9472885131836 34.23591232299805, -77.9472885131836 34.23595428466797, -77.94729614257812 34.235984802246094, -77.9473648071289 34.23597717285156, -77.9473648071289 34.23603439331055, -77.94710540771484 34.236053466796875, -77.94686126708984 34.2360725402832, -77.94684600830078 34.23590850830078, -77.94709014892578 34.23588943481445, -77.94713592529297 34.23588562011719, -77.94710540771484 34.23562240600586, -77.94731903076172 34.23560333251953, -77.94735717773438 34.23590850830078))","{""addr:state"":""NC"",""brand"":""First Bank"",""brand:wikidata"":""Q5452332"",""layer"":""1"",""type"":""multipolygon""}",relation
Wilmington,,,151,,28403,,Van Campen Boulevard,,Courtyard Wilmington/Wrightsville Beach,,,+1-910-395-8224,,,https://www.marriott.com/en-us/hotels/ilmcy-courtyard-wilmington-wrightsville-beach/overview/,yes,,,,,,,,wlan,,,,,,,51742685897,1741919431,7,0,"POLYGON ((-77.87215423583984 34.24161148071289, -77.87208557128906 34.241615295410156, -77.87208557128906 34.24162673950195, -77.871337890625 34.241641998291016, -77.871337890625 34.24162292480469, -77.87129974365234 34.24162292480469, -77.87129211425781 34.24116516113281, -77.87132263183594 34.24116516113281, -77.87132263183594 34.241146087646484, -77.87210083007812 34.24113082885742, -77.87210083007812 34.241153717041016, -77.87217712402344 34.24114990234375, -77.87218475341797 34.24122619628906, -77.87222290039062 34.24122619628906, -77.87223052978516 34.241546630859375, -77.87215423583984 34.24155044555664, -77.87215423583984 34.24161148071289), (-77.87208557128906 34.2414665222168, -77.87159729003906 34.24147033691406, -77.87159729003906 34.24148178100586, -77.87139892578125 34.241485595703125, -77.87139892578125 34.241451263427734, -77.87147521972656 34.241451263427734, -77.87147521972656 34.241336822509766, -77.87140655517578 34.241336822509766, -77.87140655517578 34.241310119628906, -77.87159729003906 34.24130630493164, -77.8716049194336 34.24131393432617, -77.87187194824219 34.24131393432617, -77.87187194824219 34.241302490234375, -77.87200164794922 34.241302490234375, -77.87200164794922 34.241310119628906, -77.87208557128906 34.241310119628906, -77.87208557128906 34.24132537841797, -77.87203979492188 34.24132537841797, -77.8720474243164 34.24144744873047, -77.87208557128906 34.24144744873047, -77.87208557128906 34.2414665222168))","{""addr:state"":""NC"",""air_conditioning"":""yes"",""brand"":""Courtyard"",""brand:wikidata"":""Q1053170"",""fax"":""+1-910-452-5569"",""internet_access:fee"":""no"",""official_name"":""Courtyard by Marriott"",""smoking"":""no"",""tourism"":""hotel"",""type"":""multipolygon"",""wheelchair"":""yes""}",relation
,,,703,,,,North 3rd Street,,Wilson Center,,,,,,http://cfcc.edu/wilsoncenter/,college,,,,,,,,,,,,,,,55928868446,1629147886,1,0,"POLYGON ((-77.94727325439453 34.24418640136719, -77.9473648071289 34.244178771972656, -77.94750213623047 34.24416732788086, -77.94749450683594 34.24412536621094, -77.94784545898438 34.24409484863281, -77.9478530883789 34.2441291809082, -77.94793701171875 34.24412155151367, -77.94792938232422 34.24408721923828, -77.94811248779297 34.24407196044922, -77.9481201171875 34.24410629272461, -77.94828796386719 34.24409484863281, -77.94821166992188 34.243492126464844, -77.94825744628906 34.24348831176758, -77.94825744628906 34.243446350097656, -77.9482421875 34.243446350097656, -77.94823455810547 34.24335861206055, -77.94810485839844 34.24336624145508, -77.94810485839844 34.24335861206055, -77.94801330566406 34.24336624145508, -77.94801330566406 34.243377685546875, -77.9479751586914 34.24338150024414, -77.94794464111328 34.24338150024414, -77.94794464111328 34.243377685546875, -77.94731903076172 34.24342727661133, -77.94733428955078 34.24352264404297, -77.947265625 34.2435302734375, -77.94718933105469 34.243534088134766, -77.94718933105469 34.24357604980469, -77.94718933105469 34.24357986450195, -77.94721221923828 34.24381637573242, -77.94722747802734 34.24381637573242, -77.94727325439453 34.24418640136719), (-77.94788360595703 34.24372100830078, -77.94786071777344 34.2435417175293, -77.94743347167969 34.24357604980469, -77.94744873046875 34.24378967285156, -77.94780731201172 34.2437629699707, -77.94779968261719 34.24372482299805, -77.94788360595703 34.24372100830078))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,88879479873,1652043867,1,0,"POLYGON ((-77.87458038330078 34.25164031982422, -77.87456512451172 34.25160598754883, -77.87464141845703 34.251583099365234, -77.87467956542969 34.25157165527344, -77.87464904785156 34.251502990722656, -77.87457275390625 34.25152587890625, -77.87450408935547 34.25154495239258, -77.87450408935547 34.25153732299805, -77.87449645996094 34.25151062011719, -77.87451934814453 34.251502990722656, -77.87456512451172 34.25149154663086, -77.8746337890625 34.25147247314453, -77.87467193603516 34.25145721435547, -77.8747329711914 34.25143814086914, -77.87480926513672 34.251407623291016, -77.87489318847656 34.25137710571289, -77.87496948242188 34.2513427734375, -77.8750228881836 34.251319885253906, -77.87496185302734 34.25120162963867, -77.8749771118164 34.251197814941406, -77.875 34.251190185546875, -77.8750228881836 34.251243591308594, -77.87503051757812 34.25123977661133, -77.87503814697266 34.251258850097656, -77.87506103515625 34.251304626464844, -77.87512969970703 34.25127029418945, -77.8751449584961 34.25126266479492, -77.8751220703125 34.25121307373047, -77.87516021728516 34.25120162963867, -77.87518310546875 34.251243591308594, -77.87520599365234 34.2512321472168, -77.87527465820312 34.251190185546875, -77.87530517578125 34.25117492675781, -77.87532806396484 34.25120162963867, -77.87532806396484 34.25120544433594, -77.87530517578125 34.251220703125, -77.87522888183594 34.25126266479492, -77.87515258789062 34.25130081176758, -77.87507629394531 34.25133514404297, -77.87503051757812 34.2513542175293, -77.87507629394531 34.25142288208008, -77.8751220703125 34.251399993896484, -77.87519836425781 34.25136184692383, -77.87527465820312 34.25132369995117, -77.87530517578125 34.25130844116211, -77.87532806396484 34.251338958740234, -77.87529754638672 34.2513542175293, -77.8752212524414 34.25139236450195, -77.8751449584961 34.25143051147461, -77.87509155273438 34.25145721435547, -77.87506866455078 34.25146484375, -77.87498474121094 34.251502990722656, -77.87490844726562 34.25153350830078, -77.87482452392578 34.251564025878906, -77.87474060058594 34.251590728759766, -77.8746566772461 34.251617431640625, -77.87458038330078 34.25164031982422), (-77.87471771240234 34.25156021118164, -77.87468719482422 34.25149154663086, -77.87474822998047 34.25147247314453, -77.87483215332031 34.251441955566406, -77.87490844726562 34.251407623291016, -77.87499237060547 34.251373291015625, -77.87503814697266 34.251441955566406, -77.87496185302734 34.25147247314453, -77.87488555908203 34.251502990722656, -77.87480926513672 34.25153350830078, -77.87471771240234 34.25156021118164))","{""layer"":""1"",""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,64072401200,1728634123,2,0,"POLYGON ((-78.06417846679688 34.26108169555664, -78.0641098022461 34.26115798950195, -78.06417083740234 34.261192321777344, -78.06400299072266 34.26137924194336, -78.06391143798828 34.261322021484375, -78.06387329101562 34.26136016845703, -78.06368255615234 34.26124572753906, -78.06353759765625 34.26141357421875, -78.06336975097656 34.261314392089844, -78.06351470947266 34.261146545410156, -78.06346130371094 34.261112213134766, -78.06330871582031 34.26128387451172, -78.06314086914062 34.26118087768555, -78.06329345703125 34.26100540161133, -78.06311798095703 34.26089859008789, -78.06324005126953 34.26075744628906, -78.06346893310547 34.26089859008789, -78.06344604492188 34.26091766357422, -78.06352233886719 34.260963439941406, -78.06367492675781 34.26078796386719, -78.06359100341797 34.260738372802734, -78.06356811523438 34.26076126098633, -78.0633773803711 34.26064682006836, -78.06328582763672 34.260746002197266, -78.06314086914062 34.260658264160156, -78.06327819824219 34.26050567626953, -78.0631332397461 34.260414123535156, -78.06324005126953 34.260292053222656, -78.06352996826172 34.260475158691406, -78.06346130371094 34.26055145263672, -78.06350708007812 34.26057815551758, -78.06358337402344 34.26049041748047, -78.0637435913086 34.260589599609375, -78.0637435913086 34.26059341430664, -78.06385040283203 34.260658264160156, -78.06385040283203 34.26066589355469, -78.0639419555664 34.26072311401367, -78.06397247314453 34.26068878173828, -78.06381225585938 34.260589599609375, -78.06394958496094 34.26043701171875, -78.06433868408203 34.26068115234375, -78.06420135498047 34.26082992553711, -78.0640640258789 34.260746002197266, -78.0639877319336 34.26083755493164, -78.06400299072266 34.26084518432617, -78.06404876708984 34.26078796386719, -78.06436920166016 34.260986328125, -78.06423950195312 34.2611198425293, -78.06417846679688 34.26108169555664), (-78.0641098022461 34.261043548583984, -78.06388854980469 34.26090621948242, -78.06391143798828 34.26088333129883, -78.06385040283203 34.26084518432617, -78.0638427734375 34.2608528137207, -78.06366729736328 34.261051177978516, -78.06375122070312 34.26110076904297, -78.06376647949219 34.26108169555664, -78.06397247314453 34.261199951171875, -78.0641098022461 34.261043548583984))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,15200714994,1673463073,1,0,"POLYGON ((-78.04859161376953 34.268829345703125, -78.04729461669922 34.26904296875, -78.04734802246094 34.26926803588867, -78.04774475097656 34.269203186035156, -78.04776000976562 34.26927185058594, -78.0475082397461 34.26931381225586, -78.04754638671875 34.269447326660156, -78.04782104492188 34.26940155029297, -78.04781341552734 34.269386291503906, -78.04801940917969 34.269351959228516, -78.04804229736328 34.26944351196289, -78.04812622070312 34.269432067871094, -78.04810333251953 34.26932907104492, -78.04852294921875 34.26926040649414, -78.04849243164062 34.269134521484375, -78.04827117919922 34.26917266845703, -78.04824829101562 34.26909255981445, -78.04863739013672 34.26902770996094, -78.04859161376953 34.268829345703125), (-78.04815673828125 34.269195556640625, -78.04814147949219 34.26911544799805, -78.0478515625 34.269168853759766, -78.0478744506836 34.26924514770508, -78.04815673828125 34.269195556640625))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,5439731504,1491048420,2,0,"POLYGON ((-77.87203216552734 34.298744201660156, -77.87200927734375 34.29874801635742, -77.87197875976562 34.29875946044922, -77.87184143066406 34.29879379272461, -77.871826171875 34.29875564575195, -77.87149047851562 34.29884719848633, -77.87145233154297 34.29875183105469, -77.87140655517578 34.29862594604492, -77.8717041015625 34.298545837402344, -77.8716049194336 34.29829406738281, -77.87156677246094 34.298301696777344, -77.87153625488281 34.298221588134766, -77.87152099609375 34.29817581176758, -77.87174224853516 34.298118591308594, -77.87177276611328 34.29811096191406, -77.8719482421875 34.29806137084961, -77.87198638916016 34.298160552978516, -77.87205505371094 34.29814147949219, -77.87222290039062 34.298099517822266, -77.87220001220703 34.29804229736328, -77.87228393554688 34.29801940917969, -77.87230682373047 34.298011779785156, -77.87229919433594 34.29798889160156, -77.87234497070312 34.2979736328125, -77.87255096435547 34.29792022705078, -77.87255859375 34.29795455932617, -77.87258911132812 34.29794692993164, -77.87266540527344 34.29792785644531, -77.87268829345703 34.298004150390625, -77.8727798461914 34.29798126220703, -77.87290954589844 34.29832077026367, -77.8728256225586 34.298343658447266, -77.87285614013672 34.29841232299805, -77.87285614013672 34.29841995239258, -77.87279510498047 34.298439025878906, -77.87275695800781 34.29844665527344, -77.8724594116211 34.298526763916016, -77.87235260009766 34.298553466796875, -77.87237548828125 34.298606872558594, -77.87205505371094 34.29869079589844, -77.87205505371094 34.298683166503906, -77.87200927734375 34.2986946105957, -77.87203216552734 34.298744201660156), (-77.87263488769531 34.29826736450195, -77.87259674072266 34.298152923583984, -77.87242889404297 34.29819869995117, -77.87246704101562 34.298309326171875, -77.87263488769531 34.29826736450195), (-77.87225341796875 34.29840087890625, -77.87220764160156 34.29829025268555, -77.87200164794922 34.298343658447266, -77.8720474243164 34.298458099365234, -77.87225341796875 34.29840087890625))","{""type"":""multipolygon""}",relation
,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,microsoft/BuildingFootprints,,,43277179640,1611526321,1,0,"POLYGON ((-77.87691497802734 34.30580139160156, -77.87570190429688 34.30609130859375, -77.87598419189453 34.306888580322266, -77.87696838378906 34.3066520690918, -77.87686157226562 34.30634689331055, -77.876953125 34.30632400512695, -77.87701416015625 34.30651092529297, -77.87715148925781 34.306480407714844, -77.87691497802734 34.30580139160156), (-77.8763427734375 34.30666732788086, -77.87627410888672 34.306461334228516, -77.87623596191406 34.30647277832031, -77.87619018554688 34.30634689331055, -77.87622833251953 34.30633544921875, -77.87615966796875 34.306129455566406, -77.87590789794922 34.306190490722656, -77.8759765625 34.306400299072266, -77.8759994506836 34.306392669677734, -77.87604522705078 34.3065185546875, -77.87602233886719 34.306522369384766, -77.87609100341797 34.30672836303711, -77.8763427734375 34.30666732788086), (-77.87675476074219 34.30657196044922, -77.8766860961914 34.30636978149414, -77.87664031982422 34.30637741088867, -77.87660217285156 34.306251525878906, -77.87664031982422 34.30624008178711, -77.8765640258789 34.306034088134766, -77.8763198852539 34.30609130859375, -77.87638854980469 34.30630111694336, -77.87642669677734 34.30628967285156, -77.87647247314453 34.30641555786133, -77.87643432617188 34.306427001953125, -77.87649536132812 34.3066291809082, -77.87675476074219 34.30657196044922), (-77.87689971923828 34.30622863769531, -77.87681579589844 34.30597686767578, -77.87671661376953 34.305999755859375, -77.87680053710938 34.306251525878906, -77.87689971923828 34.30622863769531))","{""type"":""multipolygon""}",relation
